gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene16697	rna28753_gene16697,rna28754_gene16697	3224.66	3003.31	836.89	33.53	23.54
gene16698	rna28755_gene16698,rna28756_gene16698	814.51	593.18	29.49	5.98	4.20
gene16699	rna28757_gene16699	4034.00	3812.65	46.24	1.46	1.02
gene167	rna269_gene167,rna270_gene167,rna271_gene167,rna272_gene167	3421.00	3199.65	8.83	0.33	0.23
gene1670	rna2827_gene1670,rna2828_gene1670,rna2829_gene1670,rna2830_gene1670,rna2831_gene1670,rna2832_gene1670,rna2833_gene1670	3474.80	3253.45	1093.00	40.42	28.38
gene16700	rna28758_gene16700	1595.00	1373.65	585.04	51.24	35.98
gene16701	rna28759_gene16701,rna28760_gene16701	4146.49	3925.15	331.64	10.17	7.14
gene16702	rna28761_gene16702	1923.00	1701.65	32.00	2.26	1.59
gene16703	rna28762_gene16703	2052.00	1830.65	30.00	1.97	1.38
gene16704	rna28763_gene16704	652.00	430.69	1.00	0.28	0.20
gene16705	rna28764_gene16705	1890.00	1668.65	3.64	0.26	0.18
gene16706	rna28765_gene16706	692.00	470.68	1.27	0.32	0.23
gene16707	rna28766_gene16707	1497.00	1275.65	2.29	0.22	0.15
gene16708	rna28767_gene16708	8238.00	8016.65	638.85	9.59	6.73
gene16709	rna28768_gene16709,rna28769_gene16709	2340.00	2118.65	398.90	22.65	15.90
gene1671	rna2834_gene1671,rna2835_gene1671,rna2836_gene1671,rna2837_gene1671	6634.96	6413.61	1230.00	23.07	16.20
gene16710	rna28770_gene16710,rna28771_gene16710	1495.00	1273.65	10.72	1.01	0.71
gene16711	rna28772_gene16711,rna28773_gene16711	706.00	484.67	22.57	5.60	3.93
gene16712	rna28774_gene16712,rna28775_gene16712	1544.00	1322.65	119.76	10.89	7.65
gene16713	rna28776_gene16713	2314.00	2092.65	1174.50	67.53	47.41
gene16714	rna28777_gene16714	3832.00	3610.65	27.14	0.90	0.63
gene16715	rna28778_gene16715,rna28779_gene16715,rna28780_gene16715,rna28781_gene16715,rna28782_gene16715	4712.20	4490.85	0.00	0.00	0.00
gene16716	rna28783_gene16716,rna28784_gene16716,rna28785_gene16716,rna28786_gene16716	4559.00	4337.65	10.00	0.28	0.19
gene16717	rna28787_gene16717	1288.00	1066.65	0.00	0.00	0.00
gene16718	rna28788_gene16718,rna28789_gene16718,rna28790_gene16718,rna28791_gene16718,rna28792_gene16718,rna28793_gene16718	3577.68	3356.33	52.58	1.88	1.32
gene16719	rna28794_gene16719	1276.00	1054.65	0.00	0.00	0.00
gene1672	rna2838_gene1672	876.00	654.65	131.00	24.08	16.90
gene16720	rna28795_gene16720,rna28796_gene16720	688.00	466.68	5.00	1.29	0.91
gene16721	rna28797_gene16721	2314.00	2092.65	1.00	0.06	0.04
gene16722	rna28798_gene16722,rna28799_gene16722,rna28800_gene16722,rna28801_gene16722	358.00	139.73	12.93	11.14	7.82
gene16723	rna28802_gene16723,rna28803_gene16723	3398.00	3176.65	177.00	6.70	4.71
gene16724	rna28804_gene16724	1392.00	1170.65	0.00	0.00	0.00
gene16725	rna28805_gene16725	1000.00	778.65	0.00	0.00	0.00
gene16726	rna28806_gene16726	951.00	729.65	0.00	0.00	0.00
gene16727	rna28807_gene16727	3341.00	3119.65	1.00	0.04	0.03
gene16728	rna28808_gene16728	1814.00	1592.65	21.00	1.59	1.11
gene16729	rna28809_gene16729	3318.00	3096.65	22.00	0.85	0.60
gene1673	rna2839_gene1673,rna2840_gene1673,rna2841_gene1673	1953.82	1732.47	1934.00	134.31	94.30
gene16730	rna28810_gene16730	857.00	635.65	27.00	5.11	3.59
gene16731	rna28811_gene16731	689.00	467.68	0.00	0.00	0.00
gene16732	rna28812_gene16732,rna28813_gene16732	2631.17	2409.82	137.00	6.84	4.80
gene16733	rna28814_gene16733	1470.00	1248.65	62.00	5.97	4.19
gene16735	rna28816_gene16735,rna28817_gene16735,rna28818_gene16735,rna28819_gene16735,rna28820_gene16735,rna28821_gene16735	4742.55	4521.21	351.00	9.34	6.56
gene16736	rna28822_gene16736	2221.00	1999.65	186.00	11.19	7.86
gene16737	rna28823_gene16737,rna28824_gene16737	3023.53	2802.18	445.00	19.11	13.41
gene16738	rna28825_gene16738	1165.00	943.65	124.00	15.81	11.10
gene16739	rna28826_gene16739	1074.00	852.65	315.00	44.45	31.21
gene1674	rna2842_gene1674,rna2843_gene1674	1808.00	1586.65	3.00	0.23	0.16
gene16740	rna28827_gene16740,rna28828_gene16740,rna28829_gene16740,rna28830_gene16740,rna28831_gene16740,rna28832_gene16740,rna28833_gene16740,rna28834_gene16740,rna28835_gene16740,rna28836_gene16740,rna28837_gene16740,rna28838_gene16740,rna28839_gene16740	6886.66	6665.31	418.00	7.55	5.30
gene16741	rna28840_gene16741	1287.00	1065.65	21.00	2.37	1.66
gene16742	rna28841_gene16742,rna28842_gene16742,rna28843_gene16742	3262.55	3041.20	55.10	2.18	1.53
gene16743	rna28844_gene16743,rna28845_gene16743,rna28846_gene16743	1682.00	1460.65	36.11	2.97	2.09
gene16744	rna28847_gene16744	2712.00	2490.65	149.28	7.21	5.06
gene16745	rna28848_gene16745,rna28849_gene16745	2135.81	1914.46	40.03	2.52	1.77
gene16746	rna28850_gene16746	520.00	298.88	0.00	0.00	0.00
gene16747	rna28851_gene16747	700.00	478.67	0.00	0.00	0.00
gene16748	rna28852_gene16748,rna28853_gene16748	2484.00	2262.65	72.00	3.83	2.69
gene16749	rna28854_gene16749	788.00	566.66	0.00	0.00	0.00
gene1675	rna2844_gene1675	4390.00	4168.65	340.00	9.81	6.89
gene16750	rna28855_gene16750,rna28856_gene16750	1879.69	1658.34	84.00	6.09	4.28
gene16751	rna28857_gene16751	592.00	370.74	0.00	0.00	0.00
gene16752	rna28858_gene16752	584.00	362.74	0.00	0.00	0.00
gene16753	rna28859_gene16753,rna28860_gene16753	2916.00	2694.65	0.00	0.00	0.00
gene16754	rna28861_gene16754,rna28862_gene16754,rna28863_gene16754	2579.33	2357.98	0.00	0.00	0.00
gene16755	rna28864_gene16755,rna28865_gene16755,rna28866_gene16755	3170.00	2948.65	0.00	0.00	0.00
gene16756	rna28867_gene16756,rna28868_gene16756	1431.50	1210.15	0.00	0.00	0.00
gene16757	rna28869_gene16757,rna28870_gene16757	4412.00	4190.65	0.00	0.00	0.00
gene16758	rna28871_gene16758,rna28872_gene16758	1938.00	1716.65	0.00	0.00	0.00
gene16759	rna28873_gene16759,rna28874_gene16759,rna28875_gene16759	1048.33	826.98	0.00	0.00	0.00
gene1676	rna2845_gene1676	2581.00	2359.65	228.00	11.63	8.16
gene16760	rna28876_gene16760	856.00	634.65	13.89	2.63	1.85
gene16761	rna28877_gene16761	547.00	325.81	0.00	0.00	0.00
gene16762	rna28878_gene16762,rna28879_gene16762	2095.00	1873.65	3.00	0.19	0.14
gene16763	rna28880_gene16763,rna28881_gene16763,rna28882_gene16763,rna28883_gene16763,rna28884_gene16763,rna28885_gene16763,rna28886_gene16763,rna28887_gene16763,rna28888_gene16763,rna28889_gene16763	1753.11	1531.76	41.80	3.28	2.31
gene16764	rna28890_gene16764	3491.00	3269.65	1.00	0.04	0.03
gene16765	rna28891_gene16765	2582.00	2360.65	8.79	0.45	0.31
gene16766	rna28892_gene16766	5322.00	5100.65	9.14	0.22	0.15
gene16767	rna28893_gene16767	1558.00	1336.65	166.80	15.01	10.54
gene16768	rna28894_gene16768	6388.00	6166.65	941.48	18.37	12.90
gene16769	rna28895_gene16769,rna28896_gene16769,rna28897_gene16769,rna28898_gene16769,rna28899_gene16769,rna28900_gene16769,rna28901_gene16769,rna28902_gene16769,rna28903_gene16769,rna28904_gene16769,rna28905_gene16769,rna28906_gene16769,rna28907_gene16769,rna28908_gene16769,rna28909_gene16769,rna28910_gene16769	3289.96	3068.62	1143.27	44.83	31.47
gene1677	rna2846_gene1677	3774.00	3552.65	1030.00	34.88	24.49
gene16770	rna28911_gene16770,rna28912_gene16770	3229.83	3008.48	579.11	23.16	16.26
gene16771	rna28913_gene16771,rna28914_gene16771	955.92	734.57	70.51	11.55	8.11
gene16772	rna28915_gene16772	4761.00	4539.65	150.76	4.00	2.81
gene16773	rna28916_gene16773	1654.00	1432.65	149.96	12.59	8.84
gene16774	rna28917_gene16774	5337.00	5115.65	221.36	5.21	3.66
gene16775	rna28918_gene16775	2254.00	2032.65	120.36	7.12	5.00
gene16776	rna28919_gene16776,rna28920_gene16776	8046.00	7824.65	243.15	3.74	2.62
gene16777	rna28921_gene16777	2070.00	1848.65	431.10	28.06	19.70
gene16778	rna28922_gene16778,rna28923_gene16778	1438.00	1216.65	9.04	0.89	0.63
gene16779	rna28924_gene16779	1180.00	958.65	16.43	2.06	1.45
gene1678	rna2847_gene1678	2271.00	2049.65	542.00	31.82	22.34
gene16780	rna28925_gene16780,rna28926_gene16780	1595.00	1373.65	8.48	0.74	0.52
gene16781	rna28927_gene16781	2330.00	2108.65	728.50	41.57	29.18
gene16782	rna28928_gene16782,rna28929_gene16782	4130.32	3908.97	136.86	4.21	2.96
gene16783	rna28930_gene16783,rna28931_gene16783,rna28932_gene16783,rna28933_gene16783	5043.00	4821.65	2.00	0.05	0.04
gene16784	rna28934_gene16784	4326.00	4104.65	92.42	2.71	1.90
gene16785	rna28935_gene16785	2402.00	2180.65	9.00	0.50	0.35
gene16786	rna28936_gene16786,rna28937_gene16786	2404.00	2182.65	1.00	0.06	0.04
gene16787	rna28938_gene16787	844.00	622.66	24.00	4.64	3.26
gene16788	rna28939_gene16788	1427.00	1205.65	101.00	10.08	7.08
gene16789	rna28940_gene16789	3489.00	3267.65	148.00	5.45	3.83
gene1679	rna2848_gene1679	2021.00	1799.65	1574.00	105.23	73.88
gene16790	rna28941_gene16790	1270.00	1048.65	1857.00	213.06	149.59
gene16791	rna28942_gene16791	1591.00	1369.65	94.00	8.26	5.80
gene16792	rna28943_gene16792	1774.00	1552.65	177.00	13.72	9.63
gene16793	rna28944_gene16793	1944.00	1722.65	143.00	9.99	7.01
gene16794	rna28945_gene16794	4117.00	3895.65	83.10	2.57	1.80
gene16795	rna28946_gene16795	2159.00	1937.65	214.90	13.34	9.37
gene16796	rna28947_gene16796	777.00	555.66	217.00	46.99	32.99
gene16797	rna28948_gene16797	1918.00	1696.65	4680.00	331.87	233.00
gene16798	rna28949_gene16798	1708.00	1486.65	174.00	14.08	9.89
gene16799	rna28950_gene16799,rna28951_gene16799	969.00	747.65	45.00	7.24	5.08
gene168	rna273_gene168	1400.00	1178.65	133.00	13.58	9.53
gene1680	rna2849_gene1680,rna2850_gene1680	4463.09	4241.75	1202.00	34.09	23.94
gene16800	rna28952_gene16800,rna28953_gene16800	1850.61	1629.26	271.00	20.01	14.05
gene16801	rna28954_gene16801,rna28955_gene16801,rna28956_gene16801,rna28957_gene16801,rna28958_gene16801	5810.08	5588.73	1343.00	28.91	20.30
gene16802	rna28959_gene16802	1074.00	852.65	123.00	17.36	12.19
gene16803	rna28960_gene16803,rna28961_gene16803,rna28962_gene16803,rna28963_gene16803	10087.33	9865.98	1632.00	19.90	13.97
gene16804	rna28964_gene16804	1064.00	842.65	185.00	26.41	18.55
gene16805	rna28965_gene16805	8587.00	8365.65	775.00	11.15	7.83
gene16806	rna28966_gene16806,rna28967_gene16806	2897.79	2676.44	3334.00	149.87	105.22
gene16807	rna28968_gene16807,rna28969_gene16807,rna28970_gene16807,rna28971_gene16807	1328.05	1106.70	80.00	8.70	6.11
gene16808	rna28972_gene16808	1962.00	1740.65	527.00	36.43	25.57
gene16809	rna28973_gene16809,rna28974_gene16809	5246.40	5025.05	788.00	18.87	13.25
gene1681	rna2851_gene1681	1731.00	1509.65	12.00	0.96	0.67
gene16810	rna28975_gene16810	1237.00	1015.65	67.00	7.94	5.57
gene16811	rna28976_gene16811	1750.00	1528.65	115.00	9.05	6.35
gene16812	rna28977_gene16812	639.00	417.70	29.00	8.35	5.86
gene16813	rna28978_gene16813	4035.00	3813.65	266.08	8.39	5.89
gene16814	rna28979_gene16814,rna28980_gene16814	1011.00	789.65	266.00	40.53	28.45
gene16815	rna28981_gene16815	594.00	372.73	21.00	6.78	4.76
gene16816	rna28982_gene16816	485.00	264.05	167.00	76.09	53.43
gene16817	rna28983_gene16817	456.00	235.28	49.00	25.06	17.59
gene16818	rna28984_gene16818	426.00	205.67	0.00	0.00	0.00
gene16819	rna28985_gene16819,rna28986_gene16819,rna28987_gene16819	2016.67	1795.32	0.00	0.00	0.00
gene1682	rna2852_gene1682	2022.00	1800.65	1356.00	90.60	63.61
gene16820	rna28988_gene16820	2065.00	1843.65	0.00	0.00	0.00
gene16821	gene16821_gene16821	2363.00	2141.65	0.00	0.00	0.00
gene16822	rna28989_gene16822	575.00	353.76	0.00	0.00	0.00
gene16823	rna28990_gene16823	2279.00	2057.65	22.00	1.29	0.90
gene16824	rna28991_gene16824	1212.00	990.65	0.00	0.00	0.00
gene16825	rna28992_gene16825,rna28993_gene16825	7132.90	6911.55	172.12	3.00	2.10
gene16826	rna28994_gene16826	1402.00	1180.65	120.00	12.23	8.59
gene16827	rna28995_gene16827	655.00	433.69	79.00	21.92	15.39
gene16828	rna28996_gene16828	795.00	573.66	0.00	0.00	0.00
gene16829	rna28997_gene16829,rna28998_gene16829,rna28999_gene16829	609.67	388.39	0.00	0.00	0.00
gene1683	rna2853_gene1683	1727.00	1505.65	138.00	11.03	7.74
gene16830	rna29000_gene16830	1033.00	811.65	3.00	0.44	0.31
gene16831	rna29001_gene16831,rna29002_gene16831,rna29003_gene16831,rna29004_gene16831,rna29005_gene16831	2264.00	2042.65	13.00	0.77	0.54
gene16832	rna29006_gene16832,rna29007_gene16832,rna29008_gene16832	714.33	493.02	0.00	0.00	0.00
gene16833	rna29009_gene16833	2434.00	2212.65	754.00	41.00	28.79
gene16834	rna29010_gene16834	2093.00	1871.65	260.00	16.71	11.73
gene16835	rna29011_gene16835	2541.00	2319.65	279.00	14.47	10.16
gene16836	rna29012_gene16836	1232.00	1010.65	2.00	0.24	0.17
gene16837	rna29013_gene16837	2302.00	2080.65	66.00	3.82	2.68
gene16838	rna29014_gene16838,rna29015_gene16838,rna29016_gene16838,rna29017_gene16838,rna29018_gene16838,rna29019_gene16838,rna29020_gene16838,rna29021_gene16838,rna29022_gene16838,rna29023_gene16838,rna29024_gene16838,rna29025_gene16838,rna29026_gene16838,rna29027_gene16838,rna29028_gene16838	4640.05	4418.70	124.00	3.38	2.37
gene16839	rna29029_gene16839	7586.00	7364.65	1073.00	17.53	12.31
gene1684	rna2854_gene1684,rna2855_gene1684	4617.57	4396.22	1114.00	30.49	21.41
gene16840	rna29030_gene16840	641.00	419.70	2806.00	804.39	564.76
gene16841	rna29031_gene16841,rna29032_gene16841,rna29033_gene16841,rna29034_gene16841	2411.61	2190.26	154.00	8.46	5.94
gene16842	rna29035_gene16842	1617.00	1395.65	0.00	0.00	0.00
gene16843	rna29036_gene16843,rna29037_gene16843,rna29038_gene16843	1017.00	795.65	0.00	0.00	0.00
gene16844	rna29039_gene16844	2745.00	2523.65	889.00	42.38	29.76
gene16845	rna29040_gene16845	2952.00	2730.65	416.00	18.33	12.87
gene16846	rna29041_gene16846	1354.00	1132.65	1.00	0.11	0.07
gene16847	rna29042_gene16847	3938.00	3716.65	1.00	0.03	0.02
gene16848	rna29043_gene16848	6530.00	6308.65	4.00	0.08	0.05
gene16849	rna29044_gene16849	447.00	226.38	0.00	0.00	0.00
gene1685	rna2856_gene1685	1194.00	972.65	115.00	14.23	9.99
gene16850	rna29045_gene16850	531.00	309.85	0.00	0.00	0.00
gene16851	rna29046_gene16851	9909.00	9687.65	3.00	0.04	0.03
gene16852	rna29047_gene16852	1389.00	1167.65	6.00	0.62	0.43
gene16853	rna29048_gene16853,rna29049_gene16853,rna29050_gene16853	3426.00	3204.65	72.00	2.70	1.90
gene16854	rna29051_gene16854	7220.00	6998.65	397.00	6.82	4.79
gene16855	rna29052_gene16855	2633.00	2411.65	175.00	8.73	6.13
gene16856	rna29053_gene16856	2883.00	2661.65	41.27	1.87	1.31
gene16857	rna29054_gene16857	2406.00	2184.65	0.00	0.00	0.00
gene16858	rna29055_gene16858	3057.00	2835.65	190.73	8.09	5.68
gene16859	rna29056_gene16859	929.00	707.65	30.00	5.10	3.58
gene1686	rna2857_gene1686	930.00	708.65	0.00	0.00	0.00
gene16860	rna29057_gene16860	1292.00	1070.65	103.00	11.57	8.13
gene16861	rna29058_gene16861	2496.00	2274.65	4.00	0.21	0.15
gene16862	rna29059_gene16862	1364.00	1142.65	0.00	0.00	0.00
gene16863	rna29060_gene16863	1281.00	1059.65	1.00	0.11	0.08
gene16864	rna29061_gene16864,rna29062_gene16864,rna29063_gene16864	5978.94	5757.59	1681.00	35.13	24.66
gene16865	rna29064_gene16865	2856.00	2634.65	0.00	0.00	0.00
gene16866	rna29065_gene16866,rna29066_gene16866	2255.37	2034.03	313.00	18.51	13.00
gene16867	rna29067_gene16867	1575.00	1353.65	2.00	0.18	0.12
gene16868	rna29068_gene16868	2008.00	1786.65	4.00	0.27	0.19
gene16869	rna29069_gene16869,rna29070_gene16869,rna29071_gene16869	2121.70	1900.35	311.00	19.69	13.82
gene1687	rna2858_gene1687	808.00	586.66	9.00	1.85	1.30
gene16870	rna29072_gene16870	3134.00	2912.65	137.00	5.66	3.97
gene16871	rna29073_gene16871	1180.00	958.65	93.00	11.67	8.19
gene16872	rna29074_gene16872	1415.00	1193.65	193.00	19.45	13.66
gene16873	rna29075_gene16873	698.00	476.68	342.00	86.32	60.61
gene16874	rna29076_gene16874	1160.00	938.65	355.00	45.50	31.95
gene16875	rna29077_gene16875	1714.00	1492.65	118.00	9.51	6.68
gene16876	rna29078_gene16876	1550.00	1328.65	0.00	0.00	0.00
gene16877	rna29079_gene16877	2447.00	2225.65	165.00	8.92	6.26
gene16879	gene16879_gene16879	2301.00	2079.65	161.00	9.31	6.54
gene1688	rna2859_gene1688,rna2860_gene1688,rna2861_gene1688	1330.01	1108.66	301.00	32.66	22.93
gene16881	rna29082_gene16881	1068.00	846.65	28.00	3.98	2.79
gene16882	rna29083_gene16882	1960.00	1738.65	421.00	29.13	20.45
gene16883	rna29084_gene16883,rna29085_gene16883	1858.00	1636.65	1.00	0.07	0.05
gene16884	rna29086_gene16884	1154.00	932.65	75.00	9.68	6.79
gene16885	rna29087_gene16885	2009.00	1787.65	0.00	0.00	0.00
gene16886	rna29088_gene16886	780.00	558.66	1.00	0.22	0.15
gene16887	rna29089_gene16887	778.00	556.66	0.00	0.00	0.00
gene16888	rna29090_gene16888,rna29091_gene16888,rna29092_gene16888	1339.10	1117.75	33.00	3.55	2.49
gene16889	rna29093_gene16889,rna29094_gene16889	809.63	588.29	166.00	33.95	23.84
gene1689	rna2862_gene1689	1029.00	807.65	129.00	19.22	13.49
gene16890	rna29095_gene16890	3233.00	3011.65	134.00	5.35	3.76
gene16891	rna29096_gene16891,rna29097_gene16891	1049.32	827.97	339.00	49.26	34.59
gene16892	rna29098_gene16892	1392.00	1170.65	25.00	2.57	1.80
gene16893	rna29099_gene16893	642.00	420.70	1.00	0.29	0.20
gene16894	rna29100_gene16894	1054.00	832.65	340.00	49.13	34.49
gene16895	rna29101_gene16895	2198.00	1976.65	70.00	4.26	2.99
gene16896	rna29102_gene16896,rna29103_gene16896,rna29104_gene16896,rna29105_gene16896,rna29106_gene16896,rna29107_gene16896,rna29108_gene16896,rna29109_gene16896,rna29110_gene16896	6625.18	6403.83	2566.00	48.21	33.85
gene16897	rna29111_gene16897,rna29112_gene16897,rna29113_gene16897,rna29114_gene16897,rna29115_gene16897,rna29116_gene16897	2788.62	2567.27	6682.00	313.15	219.86
gene16898	rna29117_gene16898,rna29118_gene16898	3485.66	3264.31	429.00	15.81	11.10
gene16899	rna29119_gene16899	1701.00	1479.65	0.00	0.00	0.00
gene169	rna274_gene169	1751.00	1529.65	42.00	3.30	2.32
gene1690	rna2863_gene1690	1445.00	1223.65	7.01	0.69	0.48
gene16900	rna29120_gene16900	1520.00	1298.65	34.00	3.15	2.21
gene16901	rna29121_gene16901	1182.00	960.65	8.00	1.00	0.70
gene16902	rna29122_gene16902	492.00	271.01	53.67	23.83	16.73
gene16903	rna29123_gene16903	1152.00	930.65	132.33	17.11	12.01
gene16904	rna29124_gene16904	335.00	118.11	0.00	0.00	0.00
gene16905	rna29125_gene16905	890.00	668.65	0.00	0.00	0.00
gene16906	rna29126_gene16906	873.00	651.65	2.00	0.37	0.26
gene16907	rna29127_gene16907	1792.00	1570.65	1569.00	120.19	84.38
gene16908	rna29128_gene16908	5410.00	5188.65	921.00	21.36	14.99
gene1691	rna2864_gene1691,rna2865_gene1691,rna2866_gene1691	2009.62	1788.27	336.09	22.61	15.88
gene16910	rna29130_gene16910,rna29131_gene16910	1786.78	1565.43	175.00	13.45	9.44
gene16911	rna29132_gene16911,rna29133_gene16911	655.00	433.69	16.00	4.44	3.12
gene16912	rna29134_gene16912	2789.00	2567.65	120.00	5.62	3.95
gene16913	rna29135_gene16913	2167.00	1945.65	454.00	28.07	19.71
gene16914	rna29136_gene16914,rna29137_gene16914	785.00	563.66	52.00	11.10	7.79
gene16915	rna29138_gene16915	2138.00	1916.65	740.00	46.45	32.61
gene16916	rna29139_gene16916,rna29140_gene16916	2648.40	2427.06	535.00	26.52	18.62
gene16917	rna29141_gene16917	1494.00	1272.65	0.00	0.00	0.00
gene16918	rna29142_gene16918	6433.00	6211.65	3013.00	58.36	40.97
gene16919	rna29143_gene16919	2590.00	2368.65	2886.00	146.59	102.92
gene1692	rna2867_gene1692	1782.00	1560.65	69.99	5.40	3.79
gene16920	rna29144_gene16920	972.00	750.65	0.00	0.00	0.00
gene16921	rna29145_gene16921	1121.00	899.65	47.00	6.29	4.41
gene16922	rna29146_gene16922	1436.00	1214.65	10.00	0.99	0.70
gene16923	rna29147_gene16923	530.00	308.85	68.00	26.49	18.60
gene16924	rna29148_gene16924	1872.00	1650.65	145.00	10.57	7.42
gene16925	rna29149_gene16925	4223.00	4001.65	713.00	21.44	15.05
gene16926	rna29150_gene16926,rna29151_gene16926,rna29152_gene16926,rna29153_gene16926,rna29154_gene16926	3600.04	3378.69	993.00	35.36	24.83
gene16927	rna29155_gene16927	7418.00	7196.65	771.00	12.89	9.05
gene16928	rna29156_gene16928,rna29157_gene16928	2687.80	2466.46	1172.00	57.17	40.14
gene16929	rna29158_gene16929	1870.00	1648.65	0.00	0.00	0.00
gene1693	rna2868_gene1693,rna2869_gene1693	2999.64	2778.30	33179.91	1436.85	1008.81
gene16930	rna29159_gene16930	1397.00	1175.65	64.00	6.55	4.60
gene16931	rna29160_gene16931	863.00	641.65	4.00	0.75	0.53
gene16932	rna29161_gene16932	2569.00	2347.65	193.00	9.89	6.94
gene16933	gene16933_gene16933	2033.00	1811.65	20.00	1.33	0.93
gene16934	rna29162_gene16934,rna29163_gene16934	1721.14	1499.79	107.00	8.58	6.03
gene16935	rna29164_gene16935	6672.00	6450.65	2587.00	48.25	33.88
gene16936	rna29165_gene16936	9354.00	9132.65	1800.00	23.71	16.65
gene16937	rna29166_gene16937	3258.00	3036.65	1365.00	54.08	37.97
gene16938	rna29167_gene16938,rna29168_gene16938	1825.00	1603.65	56.00	4.20	2.95
gene16939	rna29169_gene16939,rna29170_gene16939,rna29171_gene16939	985.45	764.10	40.00	6.30	4.42
gene1694	rna2870_gene1694	1747.00	1525.65	0.00	0.00	0.00
gene16940	rna29172_gene16940	4145.00	3923.65	1108.00	33.98	23.85
gene16941	rna29173_gene16941	8736.00	8514.65	1295.00	18.30	12.85
gene16942	rna29174_gene16942	959.00	737.65	0.00	0.00	0.00
gene16943	rna29175_gene16943,rna29176_gene16943	2486.00	2264.65	167.00	8.87	6.23
gene16944	rna29177_gene16944	1138.00	916.65	499.00	65.50	45.98
gene16945	rna29178_gene16945	1420.00	1198.65	537.00	53.90	37.84
gene16946	rna29179_gene16946	911.00	689.65	0.00	0.00	0.00
gene16947	rna29180_gene16947	758.00	536.66	0.00	0.00	0.00
gene16948	rna29181_gene16948	2362.00	2140.65	99.00	5.56	3.91
gene16949	rna29182_gene16949	379.00	159.84	0.00	0.00	0.00
gene1695	rna2871_gene1695	1246.00	1024.65	0.00	0.00	0.00
gene16950	rna29183_gene16950	1101.00	879.65	5.00	0.68	0.48
gene16951	rna29184_gene16951	981.00	759.65	2.00	0.32	0.22
gene16952	rna29185_gene16952,rna29186_gene16952,rna29187_gene16952	1502.74	1281.39	661.00	62.06	43.57
gene16953	rna29188_gene16953	1261.00	1039.65	0.00	0.00	0.00
gene16954	rna29189_gene16954,rna29190_gene16954	1441.00	1219.65	1.43	0.14	0.10
gene16955	rna29191_gene16955,rna29192_gene16955	3195.00	2973.65	77.00	3.12	2.19
gene16956	rna29193_gene16956	1387.00	1165.65	103.00	10.63	7.46
gene16957	rna29194_gene16957,rna29195_gene16957	2951.00	2729.65	11.00	0.48	0.34
gene16958	rna29196_gene16958	3004.00	2782.65	68.00	2.94	2.06
gene16959	rna29197_gene16959	3566.00	3344.65	125.00	4.50	3.16
gene1696	rna2872_gene1696	939.00	717.65	0.00	0.00	0.00
gene16960	rna29198_gene16960	1740.00	1518.65	197.00	15.61	10.96
gene16961	rna29199_gene16961,rna29200_gene16961,rna29201_gene16961,rna29202_gene16961,rna29203_gene16961,rna29204_gene16961	9420.64	9199.29	6957.00	90.99	63.88
gene16962	rna29205_gene16962,rna29206_gene16962,rna29207_gene16962,rna29208_gene16962,rna29209_gene16962,rna29210_gene16962,rna29211_gene16962,rna29212_gene16962,rna29213_gene16962	3587.68	3366.33	640.00	22.87	16.06
gene16963	rna29214_gene16963	978.00	756.65	0.00	0.00	0.00
gene16964	rna29215_gene16964	397.00	177.29	0.00	0.00	0.00
gene16965	rna29216_gene16965	996.00	774.65	0.00	0.00	0.00
gene16966	rna29217_gene16966	1898.00	1676.65	2370.00	170.07	119.40
gene16967	rna29218_gene16967	2272.00	2050.65	203.00	11.91	8.36
gene16968	rna29219_gene16968	3317.00	3095.65	298.00	11.58	8.13
gene16969	rna29220_gene16969	2768.00	2546.65	366.00	17.29	12.14
gene1697	rna2873_gene1697	984.00	762.65	0.00	0.00	0.00
gene16970	rna29221_gene16970,rna29222_gene16970	4143.00	3921.65	198.00	6.07	4.26
gene16971	rna29223_gene16971	2216.00	1994.65	5.00	0.30	0.21
gene16972	rna29224_gene16972	609.00	387.72	0.00	0.00	0.00
gene16973	rna29225_gene16973	1254.00	1032.65	114.37	13.32	9.36
gene16974	rna29226_gene16974	2651.00	2429.65	282.63	14.00	9.83
gene16975	rna29227_gene16975,rna29228_gene16975,rna29229_gene16975	4297.33	4075.98	0.00	0.00	0.00
gene16976	rna29230_gene16976	1827.00	1605.65	1.00	0.07	0.05
gene16977	rna29231_gene16977	2811.00	2589.65	0.00	0.00	0.00
gene16978	rna29232_gene16978,rna29233_gene16978	1865.00	1643.65	2.00	0.15	0.10
gene16979	rna29234_gene16979	385.00	165.64	0.00	0.00	0.00
gene1698	rna2874_gene1698	912.00	690.65	1.00	0.17	0.12
gene16980	rna29235_gene16980,rna29236_gene16980,rna29237_gene16980,rna29238_gene16980,rna29239_gene16980,rna29240_gene16980,rna29241_gene16980	2340.00	2118.65	10.00	0.57	0.40
gene16981	rna29242_gene16981,rna29243_gene16981	993.00	771.65	16.00	2.49	1.75
gene16982	rna29244_gene16982	730.00	508.67	360.00	85.15	59.78
gene16983	rna29245_gene16983	1589.00	1367.65	48.00	4.22	2.96
gene16984	rna29246_gene16984	1551.00	1329.65	0.00	0.00	0.00
gene16985	rna29247_gene16985	2771.00	2549.65	0.00	0.00	0.00
gene16986	rna29248_gene16986	735.00	513.67	0.00	0.00	0.00
