gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene14302	rna24784_gene14302	1721.00	1506.86	0.00	0.00	0.00
gene14303	rna24785_gene14303	815.00	600.87	180.00	33.56	23.36
gene14304	rna24786_gene14304	1065.00	850.86	244.23	32.16	22.38
gene14305	rna24787_gene14305	843.00	628.87	389.85	69.45	48.34
gene14306	rna24788_gene14306	884.00	669.87	656.91	109.87	76.47
gene14307	rna24789_gene14307	749.00	534.88	12.96	2.71	1.89
gene14308	rna24790_gene14308	812.00	597.87	1350.04	252.98	176.07
gene14309	rna24791_gene14309	977.00	762.86	4594.00	674.66	469.57
gene1431	rna2413_gene1431	2054.00	1839.86	75.00	4.57	3.18
gene14310	rna24792_gene14310	1496.00	1281.86	2.00	0.17	0.12
gene14311	rna24793_gene14311	2191.00	1976.86	19.00	1.08	0.75
gene14312	rna24794_gene14312,rna24795_gene14312	1895.00	1680.86	4.00	0.27	0.19
gene14313	rna24796_gene14313,rna24797_gene14313,rna24798_gene14313,rna24799_gene14313,rna24800_gene14313,rna24801_gene14313	1999.79	1785.65	70.00	4.39	3.06
gene14314	rna24802_gene14314,rna24803_gene14314	961.00	746.86	1.00	0.15	0.10
gene14315	rna24804_gene14315,rna24805_gene14315	2930.00	2715.86	36.00	1.49	1.03
gene14316	rna24806_gene14316	2425.00	2210.86	52.00	2.64	1.83
gene14317	rna24807_gene14317	1995.00	1780.86	34.43	2.17	1.51
gene14318	rna24808_gene14318	2284.00	2069.86	143.57	7.77	5.41
gene14319	rna24809_gene14319	6138.00	5923.86	237.66	4.49	3.13
gene1432	rna2414_gene1432	1891.00	1676.86	0.00	0.00	0.00
gene14320	rna24810_gene14320,rna24811_gene14320,rna24812_gene14320,rna24813_gene14320,rna24814_gene14320,rna24815_gene14320,rna24816_gene14320	2476.14	2262.01	0.00	0.00	0.00
gene14321	rna24817_gene14321	2588.00	2373.86	377.00	17.79	12.38
gene14322	rna24818_gene14322,rna24819_gene14322,rna24820_gene14322	4092.43	3878.29	1017.00	29.38	20.45
gene14323	rna24821_gene14323	6021.00	5806.86	278.00	5.36	3.73
gene14324	rna24822_gene14324	2316.00	2101.86	17.00	0.91	0.63
gene14325	rna24823_gene14325,rna24824_gene14325	901.00	686.86	344.00	56.11	39.05
gene14326	rna24825_gene14326,rna24826_gene14326	1882.70	1668.57	527.00	35.38	24.63
gene14327	rna24827_gene14327	2207.00	1992.86	321.88	18.10	12.59
gene14328	rna24828_gene14328	333.00	122.04	2.00	1.84	1.28
gene14329	rna24829_gene14329	488.00	274.09	606.00	247.70	172.40
gene1433	rna2415_gene1433,rna2416_gene1433,rna2417_gene1433,rna2418_gene1433	5514.88	5300.74	1078.00	22.78	15.86
gene14330	rna24830_gene14330	1104.00	889.86	1.12	0.14	0.10
gene14331	rna24831_gene14331	254.00	52.32	27.00	57.81	40.24
gene14332	rna24832_gene14332	405.00	191.75	2.00	1.17	0.81
gene14333	rna24833_gene14333	222.00	28.92	0.00	0.00	0.00
gene14334	rna24834_gene14334	2481.00	2266.86	215.00	10.63	7.40
gene14335	rna24835_gene14335	787.00	572.87	9.00	1.76	1.23
gene14336	rna24836_gene14336,rna24837_gene14336	3213.00	2998.86	601.00	22.45	15.63
gene14337	rna24838_gene14337	2131.00	1916.86	254.82	14.89	10.37
gene14339	rna24840_gene14339	1023.00	808.86	35.00	4.85	3.37
gene1434	rna2419_gene1434	977.00	762.86	1307.00	191.94	133.59
gene14340	rna24841_gene14340	3572.00	3357.86	436.00	14.55	10.12
gene14341	rna24842_gene14341	1543.00	1328.86	142.00	11.97	8.33
gene14342	rna24843_gene14342	559.00	344.95	0.00	0.00	0.00
gene14343	rna24844_gene14343	735.00	520.88	125.00	26.89	18.71
gene14344	rna24845_gene14344,rna24846_gene14344,rna24847_gene14344,rna24848_gene14344	1701.00	1486.86	11.00	0.83	0.58
gene14345	rna24849_gene14345	2197.00	1982.86	17.00	0.96	0.67
gene14346	rna24850_gene14346	2347.00	2132.86	18.00	0.95	0.66
gene14347	rna24851_gene14347	1130.00	915.86	6.00	0.73	0.51
gene14348	rna24852_gene14348	1776.00	1561.86	5.00	0.36	0.25
gene14349	rna24853_gene14349	1114.00	899.86	13.00	1.62	1.13
gene1435	rna2420_gene1435,rna2421_gene1435	1691.71	1477.57	51.00	3.87	2.69
gene14350	rna24854_gene14350	1206.00	991.86	0.00	0.00	0.00
gene14351	rna24855_gene14351	2467.00	2252.86	396.16	19.70	13.71
gene14352	rna24856_gene14352	693.00	478.88	2.59	0.61	0.42
gene14353	rna24857_gene14353	874.00	659.87	7.00	1.19	0.83
gene14354	rna24858_gene14354	1257.00	1042.86	0.00	0.00	0.00
gene14355	rna24859_gene14355,rna24860_gene14355,rna24861_gene14355,rna24862_gene14355,rna24863_gene14355,rna24864_gene14355	1921.74	1707.60	589.60	38.68	26.92
gene14356	rna24865_gene14356	1483.00	1268.86	24.24	2.14	1.49
gene14357	rna24866_gene14357	586.00	371.92	8.41	2.53	1.76
gene14358	rna24867_gene14358	866.00	651.87	0.00	0.00	0.00
gene14359	rna24868_gene14359	1069.00	854.86	0.00	0.00	0.00
gene1436	rna2422_gene1436	2386.00	2171.86	3.00	0.15	0.11
gene14360	rna24869_gene14360	1705.00	1490.86	219.00	16.46	11.45
gene14361	rna24870_gene14361	1710.00	1495.86	42.00	3.15	2.19
gene14362	rna24871_gene14362	1331.00	1116.86	2.00	0.20	0.14
gene14363	rna24872_gene14363,rna24873_gene14363,rna24874_gene14363	2775.00	2560.86	25.00	1.09	0.76
gene14364	rna24875_gene14364	3584.00	3369.86	2.00	0.07	0.05
gene14365	rna24876_gene14365	2031.00	1816.86	3.00	0.18	0.13
gene14366	rna24877_gene14366	723.00	508.88	46.00	10.13	7.05
gene14367	rna24878_gene14367,rna24879_gene14367,rna24880_gene14367,rna24881_gene14367,rna24882_gene14367,rna24883_gene14367	6657.71	6443.58	446.00	7.75	5.40
gene14368	rna24884_gene14368,rna24885_gene14368	4292.00	4077.86	554.00	15.22	10.59
gene14369	rna24886_gene14369,rna24887_gene14369	2168.00	1953.86	0.00	0.00	0.00
gene1437	rna2423_gene1437	1618.00	1403.86	0.00	0.00	0.00
gene14370	rna24888_gene14370,rna24889_gene14370	856.00	641.87	15.10	2.64	1.83
gene14371	rna24890_gene14371	966.00	751.86	0.00	0.00	0.00
gene14372	rna24891_gene14372	2080.00	1865.86	112.02	6.73	4.68
gene14373	rna24892_gene14373,rna24893_gene14373	982.00	767.86	44.00	6.42	4.47
gene14374	rna24894_gene14374	939.00	724.86	63.00	9.74	6.78
gene14375	rna24895_gene14375	3999.00	3784.86	82.00	2.43	1.69
gene14376	rna24896_gene14376	1722.00	1507.86	0.00	0.00	0.00
gene14377	rna24897_gene14377	1329.00	1114.86	0.00	0.00	0.00
gene14378	rna24898_gene14378	857.00	642.87	1.00	0.17	0.12
gene14379	rna24899_gene14379	796.00	581.87	0.00	0.00	0.00
gene1438	rna2424_gene1438	383.00	170.16	0.00	0.00	0.00
gene14380	rna24900_gene14380,rna24901_gene14380	1233.00	1018.86	3.00	0.33	0.23
gene14381	rna24902_gene14381	1161.00	946.86	237.00	28.04	19.52
gene14382	rna24903_gene14382	590.00	375.92	20.00	5.96	4.15
gene14383	rna24904_gene14383	748.00	533.88	3.00	0.63	0.44
gene14384	rna24905_gene14384,rna24906_gene14384,rna24907_gene14384,rna24908_gene14384,rna24909_gene14384,rna24910_gene14384,rna24911_gene14384,rna24912_gene14384,rna24913_gene14384,rna24914_gene14384,rna24915_gene14384,rna24916_gene14384,rna24917_gene14384	1338.57	1124.44	2056.72	204.92	142.62
gene14385	rna24918_gene14385	399.00	185.84	3.00	1.81	1.26
gene14386	rna24919_gene14386	2888.00	2673.86	229.28	9.61	6.69
gene14387	rna24920_gene14387	304.00	95.16	0.00	0.00	0.00
gene14388	rna24921_gene14388	247.00	46.86	0.00	0.00	0.00
gene14389	rna24922_gene14389	1442.00	1227.86	2.52	0.23	0.16
gene1439	rna2425_gene1439	1915.00	1700.86	2.87	0.19	0.13
gene14390	rna24923_gene14390	960.00	745.86	0.00	0.00	0.00
gene14391	rna24924_gene14391	6016.00	5801.86	1533.00	29.60	20.60
gene14392	rna24925_gene14392	531.00	316.98	745.00	263.31	183.26
gene14393	rna24926_gene14393	1657.00	1442.86	1107.00	85.95	59.82
gene14394	gene14394_gene14394	1681.00	1466.86	43.00	3.28	2.29
gene14395	rna24927_gene14395	1003.00	788.86	210.00	29.82	20.76
gene14396	rna24928_gene14396	272.00	67.07	0.00	0.00	0.00
gene14397	rna24929_gene14397	3570.00	3355.86	687.00	22.93	15.96
gene14398	rna24930_gene14398,rna24931_gene14398	1764.84	1550.70	50.00	3.61	2.51
gene14399	gene14399_gene14399	2758.00	2543.86	49.00	2.16	1.50
gene144	rna241_gene144	1930.00	1715.86	9.00	0.59	0.41
gene1440	rna2426_gene1440	2135.00	1920.86	6.18	0.36	0.25
gene14400	rna24932_gene14400	1460.00	1245.86	321.00	28.87	20.09
gene14401	rna24933_gene14401	1190.00	975.86	494.00	56.71	39.47
gene14402	rna24934_gene14402	599.00	384.92	24.00	6.99	4.86
gene14403	rna24935_gene14403	733.00	518.88	10.00	2.16	1.50
gene14404	rna24936_gene14404	1063.00	848.86	1550.00	204.57	142.38
gene14405	rna24937_gene14405,rna24938_gene14405	1959.96	1745.83	124.00	7.96	5.54
gene14406	rna24939_gene14406	2569.00	2354.86	23554.00	1120.58	779.93
gene14407	rna24940_gene14407	1764.00	1549.86	134.77	9.74	6.78
gene14408	rna24941_gene14408	4841.00	4626.86	418.97	10.14	7.06
gene14409	rna24942_gene14409	367.00	154.59	22.87	16.57	11.53
gene1441	rna2427_gene1441	1969.00	1754.86	5.00	0.32	0.22
gene14410	rna24943_gene14410	312.00	102.47	0.00	0.00	0.00
gene14411	rna24944_gene14411,rna24945_gene14411	3599.00	3384.86	27.51	0.91	0.63
gene14412	rna24946_gene14412	1432.00	1217.86	58.39	5.37	3.74
gene14413	rna24947_gene14413	925.00	710.86	10.27	1.62	1.13
gene14414	rna24948_gene14414	1303.00	1088.86	173.39	17.84	12.42
gene14415	rna24949_gene14415,rna24950_gene14415	1991.75	1777.61	115.28	7.27	5.06
gene14416	rna24951_gene14416,rna24952_gene14416,rna24953_gene14416,rna24954_gene14416	2906.63	2692.49	293.24	12.20	8.49
gene14417	rna24955_gene14417,rna24956_gene14417	758.00	543.87	7.45	1.53	1.07
gene14418	rna24957_gene14418	659.00	444.89	13.82	3.48	2.42
gene14419	rna24958_gene14419,rna24959_gene14419	2315.70	2101.56	801.00	42.70	29.72
gene1442	rna2428_gene1442,rna2429_gene1442,rna2430_gene1442	1884.13	1669.99	47.00	3.15	2.19
gene14420	rna24960_gene14420,rna24961_gene14420,rna24962_gene14420,rna24963_gene14420,rna24964_gene14420	2921.48	2707.35	132.00	5.46	3.80
gene14421	rna24965_gene14421	814.00	599.87	0.00	0.00	0.00
gene14422	rna24966_gene14422,rna24967_gene14422,rna24968_gene14422,rna24969_gene14422,rna24970_gene14422,rna24971_gene14422,rna24972_gene14422	14291.71	14077.58	10328.00	82.19	57.21
gene14423	rna24973_gene14423,rna24974_gene14423,rna24975_gene14423	1269.47	1055.33	524.00	55.63	38.72
gene14424	rna24976_gene14424	1586.00	1371.86	46.00	3.76	2.61
gene14425	rna24977_gene14425	858.00	643.87	1.00	0.17	0.12
gene14426	rna24978_gene14426	1157.00	942.86	239.00	28.40	19.77
gene14427	rna24979_gene14427	533.00	318.98	43.00	15.10	10.51
gene14428	rna24980_gene14428	2296.00	2081.86	152.00	8.18	5.69
gene14429	rna24981_gene14429	3842.00	3627.86	50.00	1.54	1.07
gene1443	rna2431_gene1443,rna2432_gene1443,rna2433_gene1443,rna2434_gene1443,rna2435_gene1443,rna2436_gene1443	3460.77	3246.64	1239.00	42.75	29.76
gene14430	rna24982_gene14430	1872.00	1657.86	6.00	0.41	0.28
gene14431	rna24983_gene14431	1316.00	1101.86	0.00	0.00	0.00
gene14432	rna24984_gene14432	1087.00	872.86	458.00	58.78	40.91
gene14433	rna24985_gene14433	1715.00	1500.86	88.00	6.57	4.57
gene14434	rna24986_gene14434	1420.00	1205.86	2.00	0.19	0.13
gene14435	rna24987_gene14435	1960.00	1745.86	163.00	10.46	7.28
gene14436	rna24988_gene14436	3475.00	3260.86	104.00	3.57	2.49
gene14437	rna24989_gene14437	453.00	239.25	0.00	0.00	0.00
gene14438	rna24990_gene14438,rna24991_gene14438	1899.00	1684.86	68.00	4.52	3.15
gene14439	rna24992_gene14439,rna24993_gene14439,rna24994_gene14439	5483.00	5268.86	0.00	0.00	0.00
gene1444	rna2437_gene1444	4089.00	3874.86	1698.00	49.09	34.17
gene14440	rna24995_gene14440	1701.00	1486.86	27.00	2.03	1.42
gene14441	rna24996_gene14441	5614.00	5399.86	14.37	0.30	0.21
gene14442	rna24997_gene14442,rna24998_gene14442	4594.00	4379.86	19.63	0.50	0.35
gene14443	rna24999_gene14443	4982.00	4767.86	68.00	1.60	1.11
gene14444	rna25000_gene14444,rna25001_gene14444,rna25002_gene14444,rna25003_gene14444	1240.00	1025.86	1.03	0.11	0.08
gene14445	rna25004_gene14445,rna25005_gene14445,rna25006_gene14445,rna25007_gene14445,rna25008_gene14445	3191.42	2977.29	1517.00	57.08	39.73
gene14446	rna25009_gene14446,rna25010_gene14446,rna25011_gene14446	1394.06	1179.93	106.96	10.16	7.07
gene14447	rna25012_gene14447	2316.00	2101.86	211.27	11.26	7.84
gene14448	rna25013_gene14448,rna25014_gene14448	2279.00	2064.86	313.38	17.00	11.83
gene14449	rna25015_gene14449,rna25016_gene14449,rna25017_gene14449,rna25018_gene14449,rna25019_gene14449,rna25020_gene14449,rna25021_gene14449	6080.17	5866.03	917.70	17.53	12.20
gene1445	rna2438_gene1445	3939.00	3724.86	147.00	4.42	3.08
gene14450	rna25022_gene14450,rna25023_gene14450	2609.00	2394.86	3.00	0.14	0.10
gene14451	rna25024_gene14451,rna25025_gene14451	4332.88	4118.74	2431.01	66.13	46.02
gene14452	rna25026_gene14452	1512.00	1297.86	0.00	0.00	0.00
gene14453	rna25027_gene14453,rna25028_gene14453,rna25029_gene14453,rna25030_gene14453,rna25031_gene14453,rna25032_gene14453	5021.81	4807.68	1777.91	41.43	28.84
gene14454	rna25033_gene14454,rna25034_gene14454,rna25035_gene14454,rna25036_gene14454,rna25037_gene14454,rna25038_gene14454,rna25039_gene14454,rna25040_gene14454,rna25041_gene14454,rna25042_gene14454,rna25043_gene14454,rna25044_gene14454,rna25045_gene14454,rna25046_gene14454,rna25047_gene14454,rna25048_gene14454	5817.19	5603.05	508.83	10.17	7.08
gene14455	rna25049_gene14455	2948.00	2733.86	56744.68	2325.37	1618.47
gene14456	rna25050_gene14456	2290.00	2075.86	76.91	4.15	2.89
gene14457	rna25051_gene14457	647.00	432.89	0.00	0.00	0.00
gene14458	rna25052_gene14458	657.00	442.89	0.00	0.00	0.00
gene14459	rna25053_gene14459	2845.00	2630.86	482.68	20.55	14.31
gene1446	rna2439_gene1446,rna2440_gene1446,rna2441_gene1446,rna2442_gene1446,rna2443_gene1446	1250.24	1036.10	341.00	36.87	25.66
gene14460	rna25054_gene14460	1439.00	1224.86	179.26	16.40	11.41
gene14461	rna25055_gene14461	681.00	466.89	52.00	12.48	8.68
gene14462	rna25056_gene14462	2648.00	2433.86	86.35	3.97	2.77
gene14463	rna25057_gene14463	879.00	664.87	93.10	15.69	10.92
gene14464	rna25058_gene14464	5303.00	5088.86	1001.34	22.04	15.34
gene14465	rna25059_gene14465,rna25060_gene14465	2138.56	1924.42	514.53	29.95	20.85
gene14466	rna25061_gene14466	2410.00	2195.86	117.08	5.97	4.16
gene14467	rna25062_gene14467	3195.00	2980.86	134.39	5.05	3.52
gene14468	rna25063_gene14468	1539.00	1324.86	135.95	11.50	8.00
gene14469	rna25064_gene14469	1281.00	1066.86	10.36	1.09	0.76
gene1447	rna2444_gene1447,rna2445_gene1447	1050.90	836.77	2185.00	292.54	203.61
gene14470	rna25065_gene14470	2009.00	1794.86	65.96	4.12	2.87
gene14471	rna25066_gene14471	3724.00	3509.86	78.19	2.50	1.74
gene14472	rna25067_gene14472,rna25068_gene14472	1376.52	1162.38	198.71	19.15	13.33
gene14473	rna25069_gene14473,rna25070_gene14473,rna25071_gene14473,rna25072_gene14473,rna25073_gene14473,rna25074_gene14473,rna25075_gene14473,rna25076_gene14473,rna25077_gene14473,rna25078_gene14473,rna25079_gene14473,rna25080_gene14473	4122.72	3908.59	419.44	12.02	8.37
gene14474	rna25081_gene14474	3345.00	3130.86	203.33	7.28	5.06
gene14475	rna25082_gene14475,rna25083_gene14475,rna25084_gene14475,rna25085_gene14475,rna25086_gene14475	4703.64	4489.50	207.17	5.17	3.60
gene14476	rna25087_gene14476	1959.00	1744.86	7.95	0.51	0.36
gene14477	rna25088_gene14477	1190.00	975.86	96.16	11.04	7.68
gene14478	rna25089_gene14478	1731.00	1516.86	10.00	0.74	0.51
gene14479	rna25090_gene14479	2913.00	2698.86	398.67	16.55	11.52
gene1448	rna2446_gene1448	2319.00	2104.86	48.00	2.55	1.78
gene14480	rna25091_gene14480	2187.00	1972.86	36.05	2.05	1.42
gene14481	rna25092_gene14481	1595.00	1380.86	67.81	5.50	3.83
gene14482	rna25093_gene14482	1824.00	1609.86	2.00	0.14	0.10
gene14483	rna25094_gene14483	963.00	748.86	301.45	45.10	31.39
gene14484	rna25095_gene14484	1279.00	1064.86	0.00	0.00	0.00
gene14485	rna25096_gene14485,rna25097_gene14485	4368.70	4154.57	152.17	4.10	2.86
gene14486	rna25098_gene14486,rna25099_gene14486	1743.00	1528.86	106.33	7.79	5.42
gene14487	rna25100_gene14487	4566.00	4351.86	96.99	2.50	1.74
gene14488	rna25101_gene14488	1662.00	1447.86	16.18	1.25	0.87
gene14489	rna25102_gene14489	18145.00	17930.86	481.86	3.01	2.10
gene1449	rna2447_gene1449	428.00	214.46	0.00	0.00	0.00
gene14490	rna25103_gene14490	2787.00	2572.86	5.39	0.23	0.16
gene14491	rna25104_gene14491	1412.00	1197.86	14.06	1.31	0.92
gene14492	rna25105_gene14492,rna25106_gene14492,rna25107_gene14492	5402.16	5188.03	994.39	21.47	14.95
gene14493	rna25108_gene14493	675.00	460.89	0.00	0.00	0.00
gene14494	rna25109_gene14494	1122.00	907.86	0.00	0.00	0.00
gene14495	rna25110_gene14495	2823.00	2608.86	204.13	8.77	6.10
gene14496	rna25111_gene14496,rna25112_gene14496,rna25113_gene14496,rna25114_gene14496,rna25115_gene14496,rna25116_gene14496,rna25117_gene14496	5513.72	5299.59	108.77	2.30	1.60
gene14497	rna25118_gene14497,rna25119_gene14497,rna25120_gene14497,rna25121_gene14497,rna25122_gene14497	4416.63	4202.50	172.90	4.61	3.21
gene14498	rna25123_gene14498	252.00	50.75	0.00	0.00	0.00
gene14499	rna25124_gene14499,rna25125_gene14499,rna25126_gene14499,rna25127_gene14499	4670.72	4456.58	582.01	14.63	10.18
gene145	rna242_gene145	2700.00	2485.86	18.00	0.81	0.56
gene1450	rna2448_gene1450	597.00	382.92	0.00	0.00	0.00
gene14500	rna25128_gene14500	511.00	297.02	0.00	0.00	0.00
gene14501	rna25129_gene14501	670.00	455.89	0.00	0.00	0.00
gene14502	rna25130_gene14502,rna25131_gene14502,rna25132_gene14502	3495.86	3281.73	62.49	2.13	1.48
gene14503	rna25133_gene14503	1227.00	1012.86	0.00	0.00	0.00
gene14504	rna25134_gene14504	4805.00	4590.86	431.03	10.52	7.32
gene14505	rna25135_gene14505,rna25136_gene14505,rna25137_gene14505	983.30	769.17	107.23	15.62	10.87
gene14506	rna25138_gene14506	628.00	413.90	0.00	0.00	0.00
gene14507	rna25139_gene14507	848.00	633.87	0.00	0.00	0.00
gene14508	rna25140_gene14508,rna25141_gene14508,rna25142_gene14508,rna25143_gene14508	4534.84	4320.70	580.99	15.06	10.49
gene14509	rna25144_gene14509,rna25145_gene14509,rna25146_gene14509,rna25147_gene14509	4052.96	3838.82	235.10	6.86	4.78
gene1451	rna2449_gene1451	1437.00	1222.86	0.00	0.00	0.00
gene14510	rna25148_gene14510,rna25149_gene14510	5329.09	5114.95	166.23	3.64	2.53
gene14511	rna25150_gene14511	2827.00	2612.86	51.87	2.22	1.55
gene14512	rna25151_gene14512	366.00	153.62	0.00	0.00	0.00
gene14513	rna25152_gene14513	677.00	462.89	0.00	0.00	0.00
gene14514	rna25153_gene14514,rna25154_gene14514,rna25155_gene14514,rna25156_gene14514,rna25157_gene14514	5423.19	5209.05	877.61	18.88	13.14
gene14515	rna25158_gene14515	3546.00	3331.86	86.21	2.90	2.02
gene14516	rna25159_gene14516	1049.00	834.86	40.94	5.49	3.82
gene14517	rna25160_gene14517	19798.00	19583.86	544.95	3.12	2.17
gene14518	rna25161_gene14518	4567.00	4352.86	151.01	3.89	2.71
gene14519	rna25162_gene14519	1571.00	1356.86	90.67	7.49	5.21
gene1452	rna2450_gene1452	1984.00	1769.86	0.00	0.00	0.00
gene14520	rna25163_gene14520,rna25164_gene14520	4388.77	4174.63	918.83	24.66	17.16
gene14521	rna25165_gene14521	1276.00	1061.86	1.00	0.11	0.07
gene14522	rna25166_gene14522	960.00	745.86	127.55	19.16	13.33
gene14523	rna25167_gene14523	1850.00	1635.86	0.00	0.00	0.00
gene14524	rna25168_gene14524	1496.00	1281.86	50.19	4.39	3.05
gene14525	rna25169_gene14525	2427.00	2212.86	4.95	0.25	0.17
gene14526	rna25170_gene14526	2345.00	2130.86	235.33	12.37	8.61
gene14527	rna25171_gene14527	1251.00	1036.86	12.00	1.30	0.90
gene14528	rna25172_gene14528	1259.00	1044.86	88.84	9.53	6.63
gene14529	rna25173_gene14529	2024.00	1809.86	40.05	2.48	1.73
gene1453	rna2451_gene1453	277.00	71.32	0.00	0.00	0.00
gene14530	rna25174_gene14530,rna25175_gene14530,rna25176_gene14530,rna25177_gene14530,rna25178_gene14530	5398.34	5184.20	1427.83	30.86	21.48
gene14531	rna25179_gene14531,rna25180_gene14531	3369.00	3154.86	179.67	6.38	4.44
gene14532	rna25181_gene14532,rna25182_gene14532,rna25183_gene14532,rna25184_gene14532,rna25185_gene14532,rna25186_gene14532,rna25187_gene14532,rna25188_gene14532,rna25189_gene14532,rna25190_gene14532	3659.99	3445.86	622.56	20.24	14.09
gene14533	rna25191_gene14533	1306.00	1091.86	16.29	1.67	1.16
gene14534	rna25192_gene14534	3721.00	3506.86	266.81	8.52	5.93
gene14535	rna25193_gene14535	1813.00	1598.86	123.04	8.62	6.00
gene14536	rna25194_gene14536,rna25195_gene14536	1234.88	1020.75	53.64	5.89	4.10
gene14537	rna25196_gene14537	1219.00	1004.86	104.05	11.60	8.07
gene14538	rna25197_gene14538	3181.00	2966.86	199.61	7.54	5.25
gene14539	rna25198_gene14539	2375.00	2160.86	102.92	5.34	3.71
gene1454	rna2452_gene1454	2077.00	1862.86	6.03	0.36	0.25
gene14540	rna25199_gene14540	2399.00	2184.86	375.47	19.25	13.40
gene14541	rna25200_gene14541	5318.00	5103.86	161.66	3.55	2.47
gene14542	rna25201_gene14542	880.00	665.87	2.90	0.49	0.34
gene14543	rna25202_gene14543	2660.00	2445.86	105.65	4.84	3.37
gene14544	rna25203_gene14544	693.00	478.88	28.00	6.55	4.56
gene14545	rna25204_gene14545	1399.00	1184.86	56.74	5.36	3.73
gene14546	rna25205_gene14546	3208.00	2993.86	165.32	6.19	4.31
gene14547	rna25206_gene14547	719.00	504.88	0.00	0.00	0.00
gene14548	rna25207_gene14548	585.00	370.92	0.00	0.00	0.00
gene14549	rna25208_gene14549	2293.00	2078.86	121.09	6.53	4.54
gene1455	rna2453_gene1455,rna2454_gene1455,rna2455_gene1455,rna2456_gene1455,rna2457_gene1455,rna2458_gene1455	5735.89	5521.76	273.00	5.54	3.86
gene14550	rna25209_gene14550	2974.00	2759.86	88854.32	3606.90	2510.42
gene14551	rna25210_gene14551,rna25211_gene14551,rna25212_gene14551,rna25213_gene14551,rna25214_gene14551,rna25215_gene14551,rna25216_gene14551,rna25217_gene14551,rna25218_gene14551	5789.55	5575.42	373.17	7.50	5.22
gene14552	rna25219_gene14552,rna25220_gene14552,rna25221_gene14552,rna25222_gene14552,rna25223_gene14552	3233.00	3018.86	156.08	5.79	4.03
gene14553	rna25224_gene14553	1024.00	809.86	0.00	0.00	0.00
gene14554	rna25225_gene14554,rna25226_gene14554,rna25227_gene14554,rna25228_gene14554	4837.50	4623.36	0.00	0.00	0.00
gene14555	rna25229_gene14555,rna25230_gene14555,rna25231_gene14555,rna25232_gene14555,rna25233_gene14555	6895.78	6681.65	845.30	14.17	9.86
gene14556	rna25234_gene14556	1658.00	1443.86	517.62	40.16	27.95
gene14557	rna25235_gene14557	2447.00	2232.86	82.73	4.15	2.89
gene14558	rna25236_gene14558,rna25237_gene14558,rna25238_gene14558	2308.00	2093.86	25.04	1.34	0.93
gene14559	rna25239_gene14559	858.00	643.87	0.00	0.00	0.00
gene1456	rna2459_gene1456	2255.00	2040.86	514.23	28.23	19.65
gene14560	rna25240_gene14560	4609.00	4394.86	0.00	0.00	0.00
gene14561	rna25241_gene14561	2096.00	1881.86	0.00	0.00	0.00
gene14562	rna25242_gene14562	5417.00	5202.86	1151.00	24.78	17.25
gene14563	rna25243_gene14563,rna25244_gene14563	1300.92	1086.78	155.00	15.98	11.12
gene14564	rna25245_gene14564	617.00	402.91	11.00	3.06	2.13
gene14565	rna25246_gene14565	989.00	774.86	41.00	5.93	4.13
gene14566	rna25247_gene14566	1016.00	801.86	67.00	9.36	6.52
gene14567	rna25248_gene14567	1595.00	1380.86	22.28	1.81	1.26
gene14568	rna25249_gene14568,rna25250_gene14568	1951.00	1736.86	167.51	10.80	7.52
gene14569	gene14569_gene14569	2276.00	2061.86	0.00	0.00	0.00
gene1457	rna2460_gene1457,rna2461_gene1457,rna2462_gene1457,rna2463_gene1457,rna2464_gene1457	535.18	321.20	5.00	1.74	1.21
gene14570	rna25251_gene14570	2482.00	2267.86	0.00	0.00	0.00
gene14571	gene14571_gene14571	1529.00	1314.86	2.00	0.17	0.12
gene14572	gene14572_gene14572	2068.00	1853.86	0.00	0.00	0.00
gene14573	rna25252_gene14573	2449.00	2234.86	0.00	0.00	0.00
gene14574	gene14574_gene14574	2256.00	2041.86	1.00	0.05	0.04
gene14575	rna25253_gene14575	5694.00	5479.86	46.00	0.94	0.65
gene14576	rna25254_gene14576	2782.00	2567.86	35.00	1.53	1.06
gene14577	rna25255_gene14577	1618.00	1403.86	89.00	7.10	4.94
gene14578	rna25256_gene14578,rna25257_gene14578,rna25258_gene14578	1325.00	1110.86	398.00	40.14	27.94
gene14579	rna25259_gene14579	1787.00	1572.86	183.00	13.03	9.07
gene1458	rna2465_gene1458	1869.00	1654.86	4.83	0.33	0.23
gene14580	rna25260_gene14580	1992.00	1777.86	356.00	22.43	15.61
gene14581	rna25261_gene14581	645.00	430.90	0.00	0.00	0.00
gene14582	rna25262_gene14582	639.00	424.90	0.00	0.00	0.00
gene14583	rna25263_gene14583	626.00	411.90	0.00	0.00	0.00
gene14584	rna25264_gene14584,rna25265_gene14584,rna25266_gene14584,rna25267_gene14584,rna25268_gene14584,rna25269_gene14584,rna25270_gene14584	1270.60	1056.46	146.00	15.48	10.78
gene14585	rna25271_gene14585	2041.00	1826.86	118.17	7.25	5.04
gene14586	rna25272_gene14586	1607.00	1392.86	2311.32	185.91	129.39
gene14587	rna25273_gene14587,rna25274_gene14587,rna25275_gene14587,rna25276_gene14587,rna25277_gene14587	1762.15	1548.01	68.98	4.99	3.47
gene14588	rna25278_gene14588,rna25279_gene14588	2543.00	2328.86	7.06	0.34	0.24
