gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene16548	rna28483_gene16548	1509.00	1283.61	62.00	5.84	3.79
gene16549	rna28484_gene16549	566.00	340.79	143.00	50.73	32.91
gene1655	rna2801_gene1655,rna2802_gene1655	574.00	349.02	0.00	0.00	0.00
gene16550	rna28485_gene16550	2039.00	1813.61	5.48	0.37	0.24
gene16551	rna28486_gene16551	335.00	115.26	9.92	10.40	6.75
gene16552	rna28487_gene16552	618.00	392.70	12.00	3.69	2.40
gene16553	rna28488_gene16553	413.00	189.35	187.00	119.40	77.45
gene16554	gene16554_gene16554	4202.00	3976.61	5.00	0.15	0.10
gene16555	rna28489_gene16555	1200.00	974.61	3.00	0.37	0.24
gene16556	rna28490_gene16556	4400.00	4174.61	329.00	9.53	6.18
gene16557	rna28491_gene16557	477.00	252.27	8.00	3.83	2.49
gene16558	rna28492_gene16558,rna28493_gene16558,rna28494_gene16558	2305.76	2080.37	536.00	31.15	20.21
gene16559	rna28495_gene16559	3278.00	3052.61	235.00	9.31	6.04
gene1656	rna2803_gene1656	504.00	279.05	0.00	0.00	0.00
gene16560	rna28496_gene16560,rna28497_gene16560,rna28498_gene16560	3013.98	2788.60	13.57	0.59	0.38
gene16561	rna28499_gene16561,rna28500_gene16561	1734.00	1508.61	36.84	2.95	1.92
gene16562	rna28501_gene16562,rna28502_gene16562,rna28503_gene16562,rna28504_gene16562,rna28505_gene16562,rna28506_gene16562,rna28507_gene16562,rna28508_gene16562,rna28509_gene16562,rna28510_gene16562	2940.77	2715.38	209.84	9.34	6.06
gene16563	rna28511_gene16563	2417.00	2191.61	15.00	0.83	0.54
gene16564	rna28512_gene16564,rna28513_gene16564,rna28514_gene16564,rna28515_gene16564	1874.57	1649.19	2012.90	147.56	95.73
gene16565	rna28516_gene16565	2596.00	2370.61	184.42	9.41	6.10
gene16566	rna28517_gene16566	2649.00	2423.61	151.44	7.55	4.90
gene16567	rna28518_gene16567	4607.00	4381.61	20.26	0.56	0.36
gene16568	rna28519_gene16568	3191.00	2965.61	12.38	0.50	0.33
gene16569	rna28520_gene16569	2163.00	1937.61	9.71	0.61	0.39
gene1657	rna2804_gene1657,rna2805_gene1657,rna2806_gene1657,rna2807_gene1657	2344.84	2119.45	208.00	11.87	7.70
gene16570	gene16570_gene16570	14676.00	14450.61	1389.86	11.63	7.54
gene16571	rna28521_gene16571	494.00	269.12	0.00	0.00	0.00
gene16572	rna28522_gene16572	978.00	752.61	4.27	0.69	0.45
gene16573	rna28523_gene16573,rna28524_gene16573	2786.09	2560.70	389.63	18.40	11.93
gene16574	rna28525_gene16574,rna28526_gene16574	3990.00	3764.61	163.36	5.25	3.40
gene16575	rna28527_gene16575,rna28528_gene16575,rna28529_gene16575	2086.00	1860.61	16.44	1.07	0.69
gene16576	rna28530_gene16576,rna28531_gene16576,rna28532_gene16576	3059.00	2833.61	7.00	0.30	0.19
gene16577	rna28533_gene16577	4908.00	4682.61	199.56	5.15	3.34
gene16578	rna28534_gene16578,rna28535_gene16578,rna28536_gene16578,rna28537_gene16578,rna28538_gene16578,rna28539_gene16578,rna28540_gene16578,rna28541_gene16578,rna28542_gene16578,rna28543_gene16578,rna28544_gene16578,rna28545_gene16578,rna28546_gene16578,rna28547_gene16578,rna28548_gene16578,rna28549_gene16578,rna28550_gene16578,rna28551_gene16578	3875.47	3650.08	1056.51	34.99	22.70
gene16579	rna28552_gene16579	747.00	521.63	0.00	0.00	0.00
gene1658	rna2808_gene1658	588.00	362.74	0.00	0.00	0.00
gene16580	rna28553_gene16580	588.00	362.74	0.00	0.00	0.00
gene16581	rna28554_gene16581	1490.00	1264.61	0.00	0.00	0.00
gene16582	rna28555_gene16582,rna28556_gene16582	1595.00	1369.61	10.72	0.95	0.61
gene16583	rna28557_gene16583	1555.00	1329.61	19.52	1.77	1.15
gene16584	rna28558_gene16584	771.00	545.63	26.88	5.96	3.86
gene16585	rna28559_gene16585	2216.00	1990.61	110.22	6.69	4.34
gene16586	rna28560_gene16586,rna28561_gene16586	1099.00	873.61	7.22	1.00	0.65
gene16587	rna28562_gene16587	1769.00	1543.61	7.00	0.55	0.36
gene16588	rna28563_gene16588	2060.00	1834.61	29.82	1.96	1.27
gene16589	rna28564_gene16589,rna28565_gene16589	1500.12	1274.73	133.78	12.69	8.23
gene1659	rna2809_gene1659	4476.00	4250.61	9.00	0.26	0.17
gene16590	rna28566_gene16590	1583.00	1357.61	0.00	0.00	0.00
gene16591	rna28567_gene16591,rna28568_gene16591	1086.28	860.89	19.81	2.78	1.81
gene16592	rna28569_gene16592	1448.00	1222.61	16.47	1.63	1.06
gene16593	rna28570_gene16593,rna28571_gene16593,rna28572_gene16593,rna28573_gene16593,rna28574_gene16593,rna28575_gene16593	769.74	544.38	68.15	15.14	9.82
gene16594	rna28576_gene16594,rna28577_gene16594	833.00	607.62	22.79	4.54	2.94
gene16595	rna28578_gene16595	1817.00	1591.61	99.36	7.55	4.90
gene16596	rna28579_gene16596	1008.00	782.61	7.42	1.15	0.74
gene16597	rna28580_gene16597	2497.00	2271.61	211.85	11.28	7.31
gene16598	rna28581_gene16598,rna28582_gene16598	3471.00	3245.61	90.78	3.38	2.19
gene16599	rna28583_gene16599	3271.00	3045.61	112.92	4.48	2.91
gene166	rna268_gene166	521.00	295.95	0.00	0.00	0.00
gene1660	rna2810_gene1660	276.00	64.05	0.00	0.00	0.00
gene16600	rna28584_gene16600	1578.00	1352.61	73.68	6.59	4.27
gene16601	rna28585_gene16601,rna28586_gene16601	3038.00	2812.61	54.91	2.36	1.53
gene16602	rna28587_gene16602,rna28588_gene16602,rna28589_gene16602	1225.00	999.61	15.58	1.88	1.22
gene16603	rna28590_gene16603	530.00	304.91	0.00	0.00	0.00
gene16604	rna28591_gene16604,rna28592_gene16604,rna28593_gene16604,rna28594_gene16604,rna28595_gene16604	4416.61	4191.23	299.53	8.64	5.60
gene16605	rna28596_gene16605	1046.00	820.61	5.27	0.78	0.50
gene16606	rna28597_gene16606	3966.00	3740.61	65.72	2.12	1.38
gene16607	rna28598_gene16607	1154.00	928.61	0.00	0.00	0.00
gene16608	rna28599_gene16608	1017.00	791.61	2.00	0.31	0.20
gene16609	rna28600_gene16609	1523.00	1297.61	0.00	0.00	0.00
gene1661	rna2811_gene1661	1110.00	884.61	0.00	0.00	0.00
gene16610	rna28601_gene16610	336.00	116.18	0.00	0.00	0.00
gene16611	rna28602_gene16611,rna28603_gene16611	2136.50	1911.11	0.00	0.00	0.00
gene16612	rna28604_gene16612,rna28605_gene16612,rna28606_gene16612,rna28607_gene16612	2621.10	2395.71	99.87	5.04	3.27
gene16613	rna28608_gene16613	1290.00	1064.61	0.00	0.00	0.00
gene16614	rna28609_gene16614	2712.00	2486.61	3.00	0.15	0.09
gene16615	rna28610_gene16615	1423.00	1197.61	0.00	0.00	0.00
gene16616	rna28611_gene16616	562.00	336.80	152.70	54.82	35.56
gene16617	rna28612_gene16617	2657.00	2431.61	61.65	3.07	1.99
gene16618	rna28613_gene16618	339.00	118.93	0.00	0.00	0.00
gene16619	rna28614_gene16619	2372.00	2146.61	0.00	0.00	0.00
gene1662	rna2812_gene1662	793.00	567.62	1455.00	309.91	201.04
gene16620	rna28615_gene16620	1799.00	1573.61	164.80	12.66	8.21
gene16621	rna28616_gene16621	1067.00	841.61	259.08	37.22	24.14
gene16622	rna28617_gene16622	2244.00	2018.61	3.00	0.18	0.12
gene16623	rna28618_gene16623	2616.00	2390.61	0.00	0.00	0.00
gene16624	rna28619_gene16624	2247.00	2021.61	5.00	0.30	0.19
gene16625	rna28620_gene16625	3994.00	3768.61	4.60	0.15	0.10
gene16626	rna28621_gene16626	3108.00	2882.61	92.37	3.87	2.51
gene16627	rna28622_gene16627	1542.00	1316.61	6.90	0.63	0.41
gene16628	rna28623_gene16628	2615.00	2389.61	685.60	34.69	22.50
gene16629	rna28624_gene16629	1940.00	1714.61	0.00	0.00	0.00
gene1663	rna2813_gene1663	1134.00	908.61	1291.00	171.78	111.44
gene16630	rna28625_gene16630	1959.00	1733.61	3.74	0.26	0.17
gene16631	rna28626_gene16631	2799.00	2573.61	7.00	0.33	0.21
gene16632	rna28627_gene16632	2664.00	2438.61	189.82	9.41	6.10
gene16633	rna28628_gene16633	3033.00	2807.61	0.00	0.00	0.00
gene16634	rna28629_gene16634,rna28630_gene16634	1869.50	1644.11	0.00	0.00	0.00
gene16635	rna28631_gene16635	1230.00	1004.61	0.00	0.00	0.00
gene16636	rna28632_gene16636,rna28633_gene16636	2318.00	2092.61	268.10	15.49	10.05
gene16637	rna28634_gene16637	3636.00	3410.61	626.84	22.22	14.41
gene16638	rna28635_gene16638	656.00	430.67	1.00	0.28	0.18
gene16639	rna28636_gene16639	149.00	0.00	0.00	0.00	0.00
gene1664	rna2814_gene1664,rna2815_gene1664,rna2816_gene1664	1134.74	909.36	87.00	11.57	7.50
gene16640	rna28637_gene16640,rna28638_gene16640	571.50	346.28	0.00	0.00	0.00
gene16641	rna28639_gene16641,rna28640_gene16641,rna28641_gene16641,rna28642_gene16641	585.00	359.75	0.00	0.00	0.00
gene16642	rna28643_gene16642,rna28644_gene16642	555.00	329.84	0.00	0.00	0.00
gene16643	rna28645_gene16643,rna28646_gene16643	2785.00	2559.61	429.89	20.31	13.17
gene16644	rna28647_gene16644	1951.00	1725.61	104.81	7.34	4.76
gene16645	rna28648_gene16645	5517.00	5291.61	537.55	12.28	7.97
gene16646	rna28649_gene16646	942.00	716.61	0.00	0.00	0.00
gene16647	rna28650_gene16647	3587.00	3361.61	99.80	3.59	2.33
gene16648	rna28651_gene16648,rna28652_gene16648	1000.00	774.61	2.00	0.31	0.20
gene16649	rna28653_gene16649	1493.00	1267.61	69.22	6.60	4.28
gene1665	rna2817_gene1665	793.00	567.62	185.00	39.40	25.56
gene16650	rna28654_gene16650,rna28655_gene16650	3618.38	3393.00	52.87	1.88	1.22
gene16651	rna28656_gene16651	310.00	92.79	6.39	8.33	5.40
gene16652	rna28657_gene16652	1855.00	1629.61	101.61	7.54	4.89
gene16653	rna28658_gene16653	1955.00	1729.61	0.00	0.00	0.00
gene16654	rna28659_gene16654	917.00	691.61	1.00	0.17	0.11
gene16655	rna28660_gene16655,rna28661_gene16655,rna28662_gene16655	952.00	726.61	0.00	0.00	0.00
gene16656	rna28663_gene16656,rna28664_gene16656,rna28665_gene16656,rna28666_gene16656,rna28667_gene16656	1101.07	875.69	103.96	14.35	9.31
gene16657	rna28668_gene16657	957.00	731.61	0.00	0.00	0.00
gene16658	rna28669_gene16658	1653.00	1427.61	2.00	0.17	0.11
gene16659	rna28670_gene16659	476.00	251.28	0.00	0.00	0.00
gene1666	rna2818_gene1666,rna2819_gene1666,rna2820_gene1666,rna2821_gene1666,rna2822_gene1666	4192.39	3967.00	169.00	5.15	3.34
gene16660	rna28671_gene16660,rna28672_gene16660	594.00	368.74	0.00	0.00	0.00
gene16661	rna28673_gene16661	654.00	428.67	0.00	0.00	0.00
gene16662	rna28674_gene16662	631.00	405.69	0.00	0.00	0.00
gene16663	rna28675_gene16663	855.00	629.62	0.00	0.00	0.00
gene16664	rna28676_gene16664	1977.00	1751.61	526.65	36.35	23.58
gene16665	rna28677_gene16665	687.00	461.65	89.00	23.31	15.12
gene16666	rna28678_gene16666,rna28679_gene16666,rna28680_gene16666,rna28681_gene16666	2495.25	2269.86	0.00	0.00	0.00
gene16667	rna28682_gene16667	3453.00	3227.61	318.17	11.92	7.73
gene16668	rna28683_gene16668	2034.00	1808.61	75.80	5.07	3.29
gene16669	rna28684_gene16669	2232.00	2006.61	3.00	0.18	0.12
gene1667	rna2823_gene1667	1280.00	1054.61	0.00	0.00	0.00
gene16670	rna28685_gene16670	1148.00	922.61	91.25	11.96	7.76
gene16671	rna28686_gene16671,rna28687_gene16671	1306.00	1080.61	4.71	0.53	0.34
gene16672	rna28688_gene16672	1276.00	1050.61	0.00	0.00	0.00
gene16673	rna28689_gene16673,rna28690_gene16673,rna28691_gene16673	6256.12	6030.73	179.21	3.59	2.33
gene16674	rna28692_gene16674	2233.00	2007.61	0.00	0.00	0.00
gene16675	rna28693_gene16675,rna28694_gene16675,rna28695_gene16675	5004.00	4778.61	318.51	8.06	5.23
gene16676	rna28696_gene16676	482.00	257.22	0.00	0.00	0.00
gene16677	rna28697_gene16677	3663.00	3437.61	71.05	2.50	1.62
gene16678	rna28698_gene16678	1418.00	1192.61	46.88	4.75	3.08
gene16679	rna28699_gene16679	2535.00	2309.61	182.35	9.55	6.19
gene1668	rna2824_gene1668	492.00	267.14	125.00	56.57	36.70
gene16680	rna28700_gene16680,rna28701_gene16680	2171.16	1945.77	184.95	11.49	7.45
gene16681	rna28702_gene16681	1050.00	824.61	0.00	0.00	0.00
gene16682	rna28703_gene16682	843.00	617.62	0.00	0.00	0.00
gene16683	rna28704_gene16683,rna28705_gene16683,rna28706_gene16683,rna28707_gene16683	875.75	650.40	0.00	0.00	0.00
gene16684	rna28708_gene16684	553.00	327.83	0.00	0.00	0.00
gene16685	rna28709_gene16685,rna28710_gene16685	3260.00	3034.61	19.34	0.77	0.50
gene16686	rna28711_gene16686,rna28712_gene16686	2092.00	1866.61	0.00	0.00	0.00
gene16687	rna28713_gene16687,rna28714_gene16687	1066.00	840.61	0.00	0.00	0.00
gene16688	rna28715_gene16688,rna28716_gene16688,rna28717_gene16688,rna28718_gene16688	1292.00	1066.61	0.00	0.00	0.00
gene16689	rna28719_gene16689,rna28720_gene16689,rna28721_gene16689,rna28722_gene16689,rna28723_gene16689,rna28724_gene16689	4663.00	4437.61	4.08	0.11	0.07
gene1669	rna2825_gene1669,rna2826_gene1669	1654.00	1428.61	6.00	0.51	0.33
gene16690	rna28725_gene16690,rna28726_gene16690,rna28727_gene16690,rna28728_gene16690,rna28729_gene16690	2788.87	2563.48	7.22	0.34	0.22
gene16691	rna28730_gene16691	3957.00	3731.61	5.41	0.18	0.11
gene16692	rna28731_gene16692	2751.00	2525.61	10.00	0.48	0.31
gene16693	rna28732_gene16693	5263.00	5037.61	22.59	0.54	0.35
gene16694	rna28733_gene16694	1560.00	1334.61	221.81	20.09	13.03
gene16695	rna28734_gene16695	6418.00	6192.61	1217.30	23.77	15.42
gene16696	rna28735_gene16696,rna28736_gene16696,rna28737_gene16696,rna28738_gene16696,rna28739_gene16696,rna28740_gene16696,rna28741_gene16696,rna28742_gene16696,rna28743_gene16696,rna28744_gene16696,rna28745_gene16696,rna28746_gene16696,rna28747_gene16696,rna28748_gene16696,rna28749_gene16696,rna28750_gene16696,rna28751_gene16696,rna28752_gene16696	3183.57	2958.18	1365.40	55.80	36.20
gene16697	rna28753_gene16697,rna28754_gene16697	3224.85	2999.47	989.27	39.88	25.87
gene16698	rna28755_gene16698,rna28756_gene16698	796.93	571.56	42.69	9.03	5.86
gene16699	rna28757_gene16699	4034.00	3808.61	180.24	5.72	3.71
gene167	rna269_gene167,rna270_gene167,rna271_gene167,rna272_gene167	3222.00	2996.61	13.00	0.52	0.34
gene1670	rna2827_gene1670,rna2828_gene1670,rna2829_gene1670,rna2830_gene1670,rna2831_gene1670,rna2832_gene1670,rna2833_gene1670	3473.51	3248.13	1673.00	62.27	40.40
gene16700	rna28758_gene16700	1595.00	1369.61	143.86	12.70	8.24
gene16701	rna28759_gene16701,rna28760_gene16701	4145.00	3919.61	240.56	7.42	4.81
gene16702	rna28761_gene16702	1923.00	1697.61	17.73	1.26	0.82
gene16703	rna28762_gene16703	2052.00	1826.61	74.07	4.90	3.18
gene16704	rna28763_gene16704	652.00	426.67	0.00	0.00	0.00
gene16705	rna28764_gene16705	1890.00	1664.61	9.04	0.66	0.43
gene16706	rna28765_gene16706	692.00	466.65	0.98	0.25	0.16
gene16707	rna28766_gene16707	1497.00	1271.61	20.00	1.90	1.23
gene16708	rna28767_gene16708	8238.00	8012.61	578.18	8.72	5.66
gene16709	rna28768_gene16709,rna28769_gene16709	2339.82	2114.43	575.84	32.93	21.36
gene1671	rna2834_gene1671,rna2835_gene1671,rna2836_gene1671,rna2837_gene1671	6633.67	6408.28	796.00	15.02	9.74
gene16710	rna28770_gene16710,rna28771_gene16710	1483.21	1257.82	35.04	3.37	2.18
gene16711	rna28772_gene16711,rna28773_gene16711	722.83	497.47	23.77	5.78	3.75
gene16712	rna28774_gene16712,rna28775_gene16712	1557.04	1331.65	104.10	9.45	6.13
gene16713	rna28776_gene16713	2314.00	2088.61	1345.54	77.89	50.53
gene16714	rna28777_gene16714	3832.00	3606.61	129.03	4.33	2.81
gene16715	rna28778_gene16715,rna28779_gene16715,rna28780_gene16715,rna28781_gene16715,rna28782_gene16715	4712.20	4486.81	0.00	0.00	0.00
gene16716	rna28783_gene16716,rna28784_gene16716,rna28785_gene16716,rna28786_gene16716	4559.00	4333.61	30.55	0.85	0.55
gene16717	rna28787_gene16717	1288.00	1062.61	0.00	0.00	0.00
gene16718	rna28788_gene16718,rna28789_gene16718,rna28790_gene16718,rna28791_gene16718,rna28792_gene16718,rna28793_gene16718	3597.36	3371.97	137.74	4.94	3.20
gene16719	rna28794_gene16719	1276.00	1050.61	0.00	0.00	0.00
gene1672	rna2838_gene1672	876.00	650.61	121.00	22.48	14.59
gene16720	rna28795_gene16720,rna28796_gene16720	688.00	462.65	8.92	2.33	1.51
gene16721	rna28797_gene16721	2314.00	2088.61	0.00	0.00	0.00
gene16722	rna28798_gene16722,rna28799_gene16722,rna28800_gene16722,rna28801_gene16722	358.00	136.61	12.89	11.40	7.40
gene16723	rna28802_gene16723,rna28803_gene16723	3398.00	3172.61	174.00	6.63	4.30
gene16724	rna28804_gene16724	1392.00	1166.61	0.00	0.00	0.00
gene16725	rna28805_gene16725	1000.00	774.61	0.00	0.00	0.00
gene16726	rna28806_gene16726	951.00	725.61	0.00	0.00	0.00
gene16727	rna28807_gene16727	3341.00	3115.61	3.00	0.12	0.08
gene16728	rna28808_gene16728	1814.00	1588.61	34.00	2.59	1.68
gene16729	rna28809_gene16729	3318.00	3092.61	35.00	1.37	0.89
gene1673	rna2839_gene1673,rna2840_gene1673,rna2841_gene1673	1947.29	1721.90	743.00	52.17	33.84
gene16730	rna28810_gene16730	857.00	631.62	6.00	1.15	0.75
gene16731	rna28811_gene16731	689.00	463.65	8.00	2.09	1.35
gene16732	rna28812_gene16732,rna28813_gene16732	2623.00	2397.61	68.00	3.43	2.22
gene16733	rna28814_gene16733	1470.00	1244.61	139.00	13.50	8.76
gene16735	rna28816_gene16735,rna28817_gene16735,rna28818_gene16735,rna28819_gene16735,rna28820_gene16735,rna28821_gene16735	4869.21	4643.82	456.00	11.87	7.70
gene16736	rna28822_gene16736	2221.00	1995.61	204.00	12.36	8.02
gene16737	rna28823_gene16737,rna28824_gene16737	3020.49	2795.11	427.00	18.47	11.98
gene16738	rna28825_gene16738	1165.00	939.61	120.00	15.44	10.02
gene16739	rna28826_gene16739	1074.00	848.61	845.00	120.39	78.10
gene1674	rna2842_gene1674,rna2843_gene1674	1802.00	1576.61	5.00	0.38	0.25
gene16740	rna28827_gene16740,rna28828_gene16740,rna28829_gene16740,rna28830_gene16740,rna28831_gene16740,rna28832_gene16740,rna28833_gene16740,rna28834_gene16740,rna28835_gene16740,rna28836_gene16740,rna28837_gene16740,rna28838_gene16740,rna28839_gene16740	6884.20	6658.81	520.00	9.44	6.12
gene16741	rna28840_gene16741	1287.00	1061.61	64.00	7.29	4.73
gene16742	rna28841_gene16742,rna28842_gene16742,rna28843_gene16742	3562.63	3337.24	121.95	4.42	2.87
gene16743	rna28844_gene16743,rna28845_gene16743,rna28846_gene16743	1682.00	1456.61	28.12	2.33	1.51
gene16744	rna28847_gene16744	2712.00	2486.61	204.65	9.95	6.45
gene16745	rna28848_gene16745,rna28849_gene16745	2130.00	1904.61	87.05	5.53	3.58
gene16746	rna28850_gene16746	520.00	294.96	0.00	0.00	0.00
gene16747	rna28851_gene16747	700.00	474.64	0.00	0.00	0.00
gene16748	rna28852_gene16748,rna28853_gene16748	2484.00	2258.61	6.00	0.32	0.21
gene16749	rna28854_gene16749	788.00	562.62	0.00	0.00	0.00
gene1675	rna2844_gene1675	4390.00	4164.61	473.00	13.73	8.91
gene16750	rna28855_gene16750,rna28856_gene16750	1856.50	1631.11	0.00	0.00	0.00
gene16751	rna28857_gene16751	592.00	366.74	0.00	0.00	0.00
gene16752	rna28858_gene16752	584.00	358.75	0.00	0.00	0.00
gene16753	rna28859_gene16753,rna28860_gene16753	2916.00	2690.61	0.00	0.00	0.00
gene16754	rna28861_gene16754,rna28862_gene16754,rna28863_gene16754	2660.00	2434.61	2.48	0.12	0.08
gene16755	rna28864_gene16755,rna28865_gene16755,rna28866_gene16755	2448.00	2222.61	8.00	0.44	0.28
gene16756	rna28867_gene16756,rna28868_gene16756	1431.50	1206.11	0.00	0.00	0.00
gene16757	rna28869_gene16757,rna28870_gene16757	4403.00	4177.61	3.00	0.09	0.06
gene16758	rna28871_gene16758,rna28872_gene16758	1938.00	1712.61	0.00	0.00	0.00
gene16759	rna28873_gene16759,rna28874_gene16759,rna28875_gene16759	1048.33	822.95	0.00	0.00	0.00
gene1676	rna2845_gene1676	2581.00	2355.61	155.00	7.96	5.16
gene16760	rna28876_gene16760	856.00	630.62	9.87	1.89	1.23
gene16761	rna28877_gene16761	547.00	321.85	0.00	0.00	0.00
gene16762	rna28878_gene16762,rna28879_gene16762	2095.00	1869.61	7.44	0.48	0.31
gene16763	rna28880_gene16763,rna28881_gene16763,rna28882_gene16763,rna28883_gene16763,rna28884_gene16763,rna28885_gene16763,rna28886_gene16763,rna28887_gene16763,rna28888_gene16763,rna28889_gene16763	1844.11	1618.72	50.78	3.79	2.46
gene16764	rna28890_gene16764	3491.00	3265.61	3.59	0.13	0.09
gene16765	rna28891_gene16765	2582.00	2356.61	0.00	0.00	0.00
gene16766	rna28892_gene16766	5322.00	5096.61	22.41	0.53	0.34
gene16767	rna28893_gene16767	1558.00	1332.61	147.19	13.35	8.66
gene16768	rna28894_gene16768	6388.00	6162.61	1352.70	26.54	17.22
gene16769	rna28895_gene16769,rna28896_gene16769,rna28897_gene16769,rna28898_gene16769,rna28899_gene16769,rna28900_gene16769,rna28901_gene16769,rna28902_gene16769,rna28903_gene16769,rna28904_gene16769,rna28905_gene16769,rna28906_gene16769,rna28907_gene16769,rna28908_gene16769,rna28909_gene16769,rna28910_gene16769	3405.70	3180.32	708.60	26.94	17.47
gene1677	rna2846_gene1677	3774.00	3548.61	978.00	33.32	21.62
gene16770	rna28911_gene16770,rna28912_gene16770	3228.82	3003.43	615.73	24.79	16.08
gene16771	rna28913_gene16771,rna28914_gene16771	957.03	731.65	44.31	7.32	4.75
gene16772	rna28915_gene16772	4761.00	4535.61	126.76	3.38	2.19
gene16773	rna28916_gene16773	1654.00	1428.61	778.14	65.85	42.72
gene16774	rna28917_gene16774	5337.00	5111.61	184.64	4.37	2.83
gene16775	rna28918_gene16775	2254.00	2028.61	141.96	8.46	5.49
gene16776	rna28919_gene16776,rna28920_gene16776	8046.00	7820.61	215.82	3.34	2.16
gene16777	rna28921_gene16777	2070.00	1844.61	269.16	17.64	11.44
gene16778	rna28922_gene16778,rna28923_gene16778	1438.00	1212.61	15.39	1.53	1.00
gene16779	rna28924_gene16779	1180.00	954.61	13.23	1.68	1.09
gene1678	rna2847_gene1678	2271.00	2045.61	424.00	25.06	16.26
gene16780	rna28925_gene16780,rna28926_gene16780	1480.00	1254.61	9.46	0.91	0.59
gene16781	rna28927_gene16781	2330.00	2104.61	1149.46	66.03	42.83
gene16782	rna28928_gene16782,rna28929_gene16782	4241.00	4015.61	138.97	4.18	2.71
gene16783	rna28930_gene16783,rna28931_gene16783,rna28932_gene16783,rna28933_gene16783	5120.25	4894.86	0.00	0.00	0.00
gene16784	rna28934_gene16784	4326.00	4100.61	293.86	8.66	5.62
gene16785	rna28935_gene16785	2402.00	2176.61	14.93	0.83	0.54
gene16786	rna28936_gene16786,rna28937_gene16786	2408.50	2183.11	0.00	0.00	0.00
gene16787	rna28938_gene16787	844.00	618.62	21.00	4.10	2.66
gene16788	rna28939_gene16788	1427.00	1201.61	125.00	12.58	8.16
gene16789	rna28940_gene16789	3489.00	3263.61	238.00	8.82	5.72
gene1679	rna2848_gene1679	2021.00	1795.61	1919.00	129.21	83.82
gene16790	rna28941_gene16790	1270.00	1044.61	1947.00	225.34	146.18
gene16791	rna28942_gene16791	1591.00	1365.61	167.00	14.78	9.59
gene16792	rna28943_gene16792	1774.00	1548.61	103.00	8.04	5.22
gene16793	rna28944_gene16793	1944.00	1718.61	99.00	6.96	4.52
gene16794	rna28945_gene16794	4117.00	3891.61	40.28	1.25	0.81
gene16795	rna28946_gene16795	2159.00	1933.61	354.72	22.18	14.39
gene16796	rna28947_gene16796	777.00	551.63	235.00	51.51	33.41
gene16797	rna28948_gene16797	1918.00	1692.61	4999.00	357.07	231.63
gene16798	rna28949_gene16798	1708.00	1482.61	130.00	10.60	6.88
gene16799	rna28950_gene16799,rna28951_gene16799	969.00	743.61	2.00	0.33	0.21
gene168	rna273_gene168	1400.00	1174.61	79.00	8.13	5.27
gene1680	rna2849_gene1680,rna2850_gene1680	4475.67	4250.29	1115.00	31.72	20.57
gene16800	rna28952_gene16800,rna28953_gene16800	1850.21	1624.82	296.00	22.03	14.29
gene16801	rna28954_gene16801,rna28955_gene16801,rna28956_gene16801,rna28957_gene16801,rna28958_gene16801	5008.36	4782.97	832.00	21.03	13.64
gene16802	rna28959_gene16802	1074.00	848.61	102.00	14.53	9.43
gene16803	rna28960_gene16803,rna28961_gene16803,rna28962_gene16803,rna28963_gene16803	10064.91	9839.52	2398.00	29.46	19.11
gene16804	rna28964_gene16804	1064.00	838.61	98.00	14.13	9.17
gene16805	rna28965_gene16805	8587.00	8361.61	1354.00	19.58	12.70
gene16806	rna28966_gene16806,rna28967_gene16806	2895.55	2670.16	3723.00	168.57	109.35
gene16807	rna28968_gene16807,rna28969_gene16807,rna28970_gene16807,rna28971_gene16807	1363.00	1137.61	97.00	10.31	6.69
gene16808	rna28972_gene16808	1962.00	1736.61	473.00	32.93	21.36
gene16809	rna28973_gene16809,rna28974_gene16809	5246.24	5020.85	789.00	19.00	12.32
gene1681	rna2851_gene1681	1731.00	1505.61	11.00	0.88	0.57
gene16810	rna28975_gene16810	1237.00	1011.61	82.00	9.80	6.36
gene16811	rna28976_gene16811	1750.00	1524.61	144.00	11.42	7.41
gene16812	rna28977_gene16812	639.00	413.68	96.00	28.06	18.20
gene16813	rna28978_gene16813	4035.00	3809.61	484.09	15.36	9.97
gene16814	rna28979_gene16814,rna28980_gene16814	1009.79	784.40	1307.00	201.45	130.68
gene16815	rna28981_gene16815	594.00	368.73	5.00	1.64	1.06
gene16816	rna28982_gene16816	485.00	260.20	198.00	92.00	59.68
gene16817	rna28983_gene16817	456.00	231.52	9.00	4.70	3.05
gene16818	rna28984_gene16818	426.00	202.04	0.00	0.00	0.00
gene16819	rna28985_gene16819,rna28986_gene16819,rna28987_gene16819	2016.67	1791.28	0.00	0.00	0.00
gene1682	rna2852_gene1682	2022.00	1796.61	232.00	15.61	10.13
gene16820	rna28988_gene16820	2065.00	1839.61	0.00	0.00	0.00
gene16821	gene16821_gene16821	2363.00	2137.61	0.00	0.00	0.00
gene16822	rna28989_gene16822	575.00	349.77	2.00	0.69	0.45
gene16823	rna28990_gene16823	2279.00	2053.61	12.00	0.71	0.46
gene16824	rna28991_gene16824	1212.00	986.61	9.00	1.10	0.72
gene16825	rna28992_gene16825,rna28993_gene16825	7141.36	6915.97	817.55	14.29	9.27
gene16826	rna28994_gene16826	1402.00	1176.61	136.00	13.97	9.07
gene16827	rna28995_gene16827	655.00	429.67	59.00	16.60	10.77
