gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene19628	rna33856_gene19628,rna33857_gene19628	1048.85	823.62	315.40	41.61	27.51
gene19629	rna33858_gene19629	2654.00	2428.77	0.00	0.00	0.00
gene1963	rna3305_gene1963	1880.00	1654.77	49.00	3.22	2.13
gene19630	rna33859_gene19630	825.00	599.77	20.00	3.62	2.40
gene19631	rna33860_gene19631,rna33861_gene19631	2022.00	1796.77	40.00	2.42	1.60
gene19632	rna33862_gene19632	533.00	307.99	0.00	0.00	0.00
gene19633	gene19633_gene19633	390.00	166.99	0.00	0.00	0.00
gene19634	rna33863_gene19634	2399.00	2173.77	178.00	8.90	5.88
gene19635	rna33864_gene19635	990.00	764.77	0.00	0.00	0.00
gene19636	rna33865_gene19636	2252.00	2026.77	57.00	3.06	2.02
gene19637	rna33866_gene19637	465.00	240.43	0.00	0.00	0.00
gene19638	rna33867_gene19638	966.00	740.77	0.00	0.00	0.00
gene19639	rna33868_gene19639,rna33869_gene19639	1380.56	1155.33	8.00	0.75	0.50
gene1964	rna3306_gene1964	971.00	745.77	6.00	0.87	0.58
gene19640	rna33870_gene19640	2085.00	1859.77	27.00	1.58	1.04
gene19641	rna33871_gene19641,rna33872_gene19641	4861.03	4635.80	1131.00	26.51	17.53
gene19642	rna33873_gene19642	967.00	741.77	0.00	0.00	0.00
gene19643	rna33874_gene19643	964.00	738.77	2593.00	381.40	252.17
gene19644	rna33875_gene19644	687.00	461.79	453.00	106.59	70.48
gene19645	rna33876_gene19645,rna33877_gene19645,rna33878_gene19645	3740.00	3514.77	139.00	4.30	2.84
gene19646	rna33879_gene19646	1985.00	1759.77	0.00	0.00	0.00
gene19647	rna33880_gene19647	2822.00	2596.77	422.00	17.66	11.68
gene19648	rna33881_gene19648,rna33882_gene19648	887.00	661.77	31.00	5.09	3.37
gene19649	rna33883_gene19649	6747.00	6521.77	3236.00	53.92	35.65
gene1965	rna3307_gene1965,rna3308_gene1965,rna3309_gene1965	2419.00	2193.77	620.00	30.71	20.30
gene19654	rna33888_gene19654,rna33889_gene19654	6475.00	6249.77	235.84	4.10	2.71
gene19655	rna33890_gene19655	301.00	84.68	0.00	0.00	0.00
gene19656	rna33891_gene19656,rna33892_gene19656,rna33893_gene19656,rna33894_gene19656,rna33895_gene19656,rna33896_gene19656	5747.00	5521.77	372.16	7.32	4.84
gene19657	rna33897_gene19657,rna33898_gene19657,rna33899_gene19657,rna33900_gene19657	2313.11	2087.88	3204.00	166.75	110.25
gene19658	rna33901_gene19658,rna33902_gene19658	3540.00	3314.77	0.00	0.00	0.00
gene19659	rna33903_gene19659,rna33904_gene19659	3273.00	3047.77	52.00	1.85	1.23
gene1966	rna3310_gene1966,rna3311_gene1966,rna3312_gene1966	1857.00	1631.77	77.00	5.13	3.39
gene19660	rna33905_gene19660,rna33906_gene19660	1936.00	1710.77	3.00	0.19	0.13
gene19661	rna33907_gene19661,rna33908_gene19661,rna33909_gene19661,rna33910_gene19661,rna33911_gene19661,rna33912_gene19661,rna33913_gene19661,rna33914_gene19661,rna33915_gene19661	3849.78	3624.55	0.00	0.00	0.00
gene19662	rna33916_gene19662	1213.00	987.77	0.00	0.00	0.00
gene19663	rna33917_gene19663	1268.00	1042.77	0.00	0.00	0.00
gene19664	rna33918_gene19664	767.00	541.78	0.00	0.00	0.00
gene19665	rna33919_gene19665	3048.00	2822.77	0.00	0.00	0.00
gene19666	rna33920_gene19666,rna33921_gene19666,rna33922_gene19666	1411.00	1185.80	0.00	0.00	0.00
gene19667	rna33923_gene19667	1267.00	1041.77	2.00	0.21	0.14
gene19668	rna33924_gene19668	1006.00	780.77	391.00	54.42	35.98
gene19669	rna33925_gene19669	1868.00	1642.77	2682.00	177.40	117.29
gene1967	rna3313_gene1967,rna3314_gene1967,rna3315_gene1967,rna3316_gene1967,rna3317_gene1967,rna3318_gene1967	2357.22	2131.98	1326.00	67.58	44.68
gene19670	rna33926_gene19670	2842.00	2616.77	434.00	18.02	11.92
gene19671	rna33927_gene19671,rna33928_gene19671,rna33929_gene19671,rna33930_gene19671,rna33931_gene19671	2068.76	1843.53	3424.00	201.82	133.44
gene19672	rna33932_gene19672	867.00	641.77	0.00	0.00	0.00
gene1968	rna3319_gene1968,rna3320_gene1968,rna3321_gene1968,rna3322_gene1968,rna3323_gene1968	1770.67	1545.43	260.00	18.28	12.09
gene1969	rna3324_gene1969,rna3325_gene1969	1050.00	824.77	0.00	0.00	0.00
gene19697	rna33957_gene19697,rna33958_gene19697,rna33959_gene19697,rna33960_gene19697,rna33961_gene19697	1650.32	1425.09	1099.00	83.80	55.40
gene197	rna343_gene197	440.00	215.76	0.00	0.00	0.00
gene1970	rna3326_gene1970	811.00	585.77	494.00	91.64	60.59
gene19700	rna33964_gene19700	1774.00	1548.77	1.00	0.07	0.05
gene19702	rna33966_gene19702	2193.00	1967.77	1324.00	73.11	48.34
gene19703	rna33967_gene19703,rna33968_gene19703	1661.00	1435.77	188.00	14.23	9.41
gene19704	rna33969_gene19704	2932.00	2706.77	3.00	0.12	0.08
gene19706	rna33971_gene19706	2660.00	2434.77	582.00	25.97	17.17
gene19707	rna33972_gene19707	874.00	648.77	0.00	0.00	0.00
gene19708	rna33973_gene19708	818.00	592.77	184.00	33.73	22.30
gene19709	rna33974_gene19709	636.00	410.82	245.26	64.87	42.89
gene1971	rna3327_gene1971	3722.00	3496.77	62.00	1.93	1.27
gene19710	rna33975_gene19710	1326.00	1100.77	158.17	15.61	10.32
gene19711	rna33976_gene19711	733.00	507.78	120.57	25.80	17.06
gene19712	rna33977_gene19712	683.00	457.79	23.00	5.46	3.61
gene19713	rna33978_gene19713	974.00	748.77	0.00	0.00	0.00
gene19714	rna33979_gene19714	608.00	382.84	0.00	0.00	0.00
gene19715	rna33980_gene19715	1682.00	1456.77	88.00	6.56	4.34
gene19716	rna33981_gene19716	2161.00	1935.77	0.00	0.00	0.00
gene19717	rna33982_gene19717	1404.00	1178.77	1.00	0.09	0.06
gene19718	rna33983_gene19718	2843.00	2617.77	86.00	3.57	2.36
gene19719	rna33984_gene19719	2383.00	2157.77	0.00	0.00	0.00
gene1972	rna3328_gene1972,rna3329_gene1972	2395.00	2169.77	56.00	2.80	1.85
gene19720	rna33985_gene19720,rna33986_gene19720,rna33987_gene19720,rna33988_gene19720,rna33989_gene19720,rna33990_gene19720	2275.04	2049.81	97.00	5.14	3.40
gene19721	rna33991_gene19721	600.00	374.85	0.00	0.00	0.00
gene19722	rna33992_gene19722	1796.00	1570.77	119.00	8.23	5.44
gene19723	rna33993_gene19723	2727.00	2501.77	0.00	0.00	0.00
gene19724	rna33994_gene19724,rna33995_gene19724	2006.00	1780.77	121.00	7.38	4.88
gene19727	rna33998_gene19727,rna33999_gene19727	2474.24	2249.01	174.00	8.41	5.56
gene19728	rna34000_gene19728,rna34001_gene19728	1687.46	1462.23	132.00	9.81	6.49
gene19729	rna34002_gene19729	183.00	6.52	0.00	0.00	0.00
gene1973	rna3330_gene1973	2190.00	1964.77	14.00	0.77	0.51
gene19730	rna34003_gene19730,rna34004_gene19730,rna34005_gene19730,rna34006_gene19730	2548.78	2323.55	37.00	1.73	1.14
gene19731	rna34007_gene19731	1281.00	1055.77	0.00	0.00	0.00
gene19732	rna34008_gene19732	3953.00	3727.77	152.00	4.43	2.93
gene19733	rna34009_gene19733,rna34010_gene19733,rna34011_gene19733	2204.90	1979.66	303.00	16.63	11.00
gene19734	rna34012_gene19734	2174.00	1948.77	18.00	1.00	0.66
gene19735	rna34013_gene19735	1849.00	1623.77	216.00	14.45	9.56
gene19736	rna34014_gene19736,rna34015_gene19736	684.50	459.29	0.00	0.00	0.00
gene19737	rna34016_gene19737,rna34017_gene19737,rna34018_gene19737	1917.33	1692.10	0.00	0.00	0.00
gene19738	rna34019_gene19738,rna34020_gene19738,rna34021_gene19738,rna34022_gene19738,rna34023_gene19738,rna34024_gene19738	5197.89	4972.66	717.00	15.67	10.36
gene19739	rna34025_gene19739	1504.00	1278.77	0.00	0.00	0.00
gene1974	gene1974_gene1974	1620.00	1394.77	204.00	15.89	10.51
gene19740	rna34026_gene19740,rna34027_gene19740	1929.03	1703.79	759.00	48.41	32.00
gene19741	rna34028_gene19741,rna34029_gene19741	3554.56	3329.33	3251.04	106.11	70.15
gene19742	rna34030_gene19742,rna34031_gene19742	475.00	250.33	8.00	3.47	2.30
gene19743	rna34032_gene19743,rna34033_gene19743	3240.46	3015.23	1647.96	59.39	39.27
gene19744	rna34034_gene19744,rna34035_gene19744	517.50	292.57	0.00	0.00	0.00
gene19745	rna34036_gene19745	3419.00	3193.77	471.00	16.03	10.60
gene19746	rna34037_gene19746,rna34038_gene19746	2553.46	2328.23	1306.00	60.95	40.30
gene19747	rna34039_gene19747	1022.00	796.77	0.00	0.00	0.00
gene19748	rna34040_gene19748	720.00	494.78	1740.00	382.13	252.65
gene19749	rna34041_gene19749,rna34042_gene19749,rna34043_gene19749,rna34044_gene19749	5424.75	5199.51	1042.00	21.78	14.40
gene1975	rna3331_gene1975,rna3332_gene1975	1038.00	812.77	110.00	14.71	9.72
gene19750	rna34045_gene19750	1605.00	1379.77	14.00	1.10	0.73
gene19751	rna34046_gene19751	582.00	356.87	2.00	0.61	0.40
gene19752	rna34047_gene19752	1576.00	1350.77	7.00	0.56	0.37
gene19753	rna34048_gene19753	2061.00	1835.77	89.00	5.27	3.48
gene19754	rna34049_gene19754,rna34050_gene19754	1304.08	1078.84	653.00	65.77	43.49
gene19755	rna34051_gene19755,rna34052_gene19755,rna34053_gene19755,rna34054_gene19755	7750.75	7525.51	1584.00	22.87	15.12
gene19756	rna34055_gene19756	1026.00	800.77	99.00	13.43	8.88
gene19757	rna34056_gene19757,rna34057_gene19757	2642.00	2416.77	63.00	2.83	1.87
gene19758	rna34058_gene19758	740.00	514.78	0.00	0.00	0.00
gene19759	rna34059_gene19759,rna34060_gene19759,rna34061_gene19759	4231.00	4005.77	23.00	0.62	0.41
gene1976	rna3333_gene1976	3999.00	3773.77	299.00	8.61	5.69
gene19760	rna34062_gene19760	1543.00	1317.77	1412.00	116.43	76.98
gene19761	rna34063_gene19761	993.00	767.77	111.00	15.71	10.39
gene19762	rna34064_gene19762,rna34065_gene19762	2846.00	2620.77	318.00	13.18	8.72
gene19763	rna34066_gene19763,rna34067_gene19763,rna34068_gene19763,rna34069_gene19763,rna34070_gene19763	1709.00	1483.77	0.00	0.00	0.00
gene19764	rna34071_gene19764	2836.00	2610.77	36.12	1.50	0.99
gene19765	rna34072_gene19765	1803.00	1577.77	0.00	0.00	0.00
gene19766	rna34073_gene19766,rna34074_gene19766	689.00	463.79	1.00	0.23	0.15
gene19767	rna34075_gene19767	1540.00	1314.77	8.00	0.66	0.44
gene19768	rna34076_gene19768,rna34077_gene19768,rna34078_gene19768,rna34079_gene19768	3233.00	3007.77	238.00	8.60	5.68
gene19769	rna34080_gene19769	2180.00	1954.77	167.00	9.28	6.14
gene1977	rna3334_gene1977	686.00	460.79	50.00	11.79	7.80
gene19770	rna34081_gene19770,rna34082_gene19770	1497.32	1272.08	225.00	19.22	12.71
gene19771	rna34083_gene19771	1767.00	1541.77	76.00	5.36	3.54
gene19772	rna34084_gene19772	2424.00	2198.77	11.00	0.54	0.36
gene19773	rna34085_gene19773,rna34086_gene19773	2633.82	2408.59	743.00	33.52	22.16
gene19774	rna34087_gene19774,rna34088_gene19774,rna34089_gene19774	921.00	695.77	0.00	0.00	0.00
gene19775	rna34090_gene19775,rna34091_gene19775,rna34092_gene19775	5111.12	4885.89	2218.00	49.33	32.61
gene19776	rna34093_gene19776	1128.00	902.77	12.26	1.48	0.98
gene19777	rna34094_gene19777,rna34095_gene19777,rna34096_gene19777,rna34097_gene19777	2456.00	2230.77	45.36	2.21	1.46
gene19778	rna34098_gene19778,rna34099_gene19778,rna34100_gene19778,rna34101_gene19778,rna34102_gene19778,rna34103_gene19778,rna34104_gene19778,rna34105_gene19778,rna34106_gene19778	4384.41	4159.18	367.00	9.59	6.34
gene19779	rna34107_gene19779	4537.00	4311.77	3881.00	97.81	64.67
gene1978	rna3335_gene1978	1016.00	790.77	374.00	51.39	33.98
gene19780	rna34108_gene19780,rna34109_gene19780,rna34110_gene19780	4931.59	4706.36	1326.00	30.62	20.24
gene19781	rna34111_gene19781,rna34112_gene19781,rna34113_gene19781,rna34114_gene19781,rna34115_gene19781,rna34116_gene19781	2201.67	1976.44	148.00	8.14	5.38
gene19782	rna34117_gene19782	1109.00	883.77	64.00	7.87	5.20
gene19783	rna34118_gene19783	682.00	456.79	0.00	0.00	0.00
gene19784	rna34119_gene19784,rna34120_gene19784,rna34121_gene19784	2099.21	1873.98	251.00	14.55	9.62
gene19785	rna34122_gene19785	2223.00	1997.77	0.00	0.00	0.00
gene19786	rna34123_gene19786	2909.00	2683.77	25.00	1.01	0.67
gene19787	rna34124_gene19787,rna34125_gene19787,rna34126_gene19787,rna34127_gene19787,rna34128_gene19787	1359.85	1134.61	33.82	3.24	2.14
gene19788	rna34129_gene19788	1160.00	934.77	98.00	11.39	7.53
gene19789	rna34130_gene19789	712.00	486.79	11.00	2.46	1.62
gene1979	rna3336_gene1979,rna3337_gene1979,rna3338_gene1979	2050.20	1824.97	735.00	43.76	28.93
gene19790	rna34131_gene19790,rna34132_gene19790,rna34133_gene19790	4538.75	4313.51	637.00	16.05	10.61
gene19791	rna34134_gene19791	2417.00	2191.77	1.00	0.05	0.03
gene19792	rna34135_gene19792	407.00	183.46	0.00	0.00	0.00
gene19793	rna34136_gene19793,rna34137_gene19793,rna34138_gene19793	2477.33	2252.10	0.00	0.00	0.00
gene19794	rna34139_gene19794	2797.00	2571.77	0.00	0.00	0.00
gene19795	rna34140_gene19795,rna34141_gene19795,rna34142_gene19795,rna34143_gene19795	7541.00	7315.77	0.00	0.00	0.00
gene19796	rna34144_gene19796,rna34145_gene19796,rna34146_gene19796	1697.33	1472.10	159.00	11.74	7.76
gene19797	rna34147_gene19797	369.00	146.87	0.00	0.00	0.00
gene19798	rna34148_gene19798	1435.00	1209.77	0.00	0.00	0.00
gene19799	rna34149_gene19799	183.00	6.52	0.00	0.00	0.00
gene198	rna344_gene198	361.00	139.29	0.00	0.00	0.00
gene1980	rna3339_gene1980,rna3340_gene1980,rna3341_gene1980	2343.00	2117.77	213.00	10.93	7.23
gene19800	rna34150_gene19800	433.00	208.88	0.00	0.00	0.00
gene19801	rna34151_gene19801	395.00	171.82	1.21	0.77	0.51
gene19802	rna34152_gene19802,rna34153_gene19802,rna34154_gene19802,rna34155_gene19802,rna34156_gene19802,rna34157_gene19802	792.00	566.78	0.00	0.00	0.00
gene19803	rna34158_gene19803	363.00	141.18	0.00	0.00	0.00
gene19804	rna34159_gene19804	952.00	726.77	1.00	0.15	0.10
gene19805	rna34160_gene19805	714.00	488.79	1.00	0.22	0.15
gene19806	rna34161_gene19806	387.00	164.10	0.00	0.00	0.00
gene19807	rna34162_gene19807	1414.00	1188.77	0.00	0.00	0.00
gene19808	rna34163_gene19808,rna34164_gene19808	3549.27	3324.04	613.00	20.04	13.25
gene19809	rna34165_gene19809,rna34166_gene19809	1568.00	1342.77	7.63	0.62	0.41
gene1981	rna3342_gene1981,rna3343_gene1981,rna3344_gene1981,rna3345_gene1981,rna3346_gene1981,rna3347_gene1981	2861.77	2636.54	1384.00	57.04	37.71
gene19810	rna34167_gene19810,rna34168_gene19810	4006.88	3781.65	100.70	2.89	1.91
gene19811	rna34169_gene19811	2039.00	1813.77	13.00	0.78	0.51
gene19812	rna34170_gene19812	2120.00	1894.77	22.00	1.26	0.83
gene19813	rna34171_gene19813,rna34172_gene19813	2803.00	2577.77	12.00	0.51	0.33
gene19814	rna34173_gene19814	663.00	437.80	0.00	0.00	0.00
gene19815	rna34174_gene19815,rna34175_gene19815,rna34176_gene19815	1584.10	1358.87	6.82	0.55	0.36
gene19816	rna34177_gene19816,rna34178_gene19816,rna34179_gene19816	2455.67	2230.43	0.00	0.00	0.00
gene19817	rna34180_gene19817,rna34181_gene19817	4288.12	4062.89	139.60	3.73	2.47
gene19818	rna34182_gene19818,rna34183_gene19818	955.00	729.77	0.00	0.00	0.00
gene19819	rna34184_gene19819	1228.00	1002.77	0.00	0.00	0.00
gene1982	rna3348_gene1982	935.00	709.77	135.00	20.67	13.66
gene19820	rna34185_gene19820	1496.00	1270.77	193.00	16.50	10.91
gene19821	rna34186_gene19821,rna34187_gene19821,rna34188_gene19821,rna34189_gene19821,rna34190_gene19821,rna34191_gene19821	4882.53	4657.30	653.00	15.24	10.07
gene19822	rna34192_gene19822	1168.00	942.77	1.00	0.12	0.08
gene19823	rna34193_gene19823	3106.00	2880.77	1552.00	58.54	38.71
gene19824	rna34194_gene19824	1073.00	847.77	18.00	2.31	1.53
gene19825	rna34195_gene19825	1228.00	1002.77	0.00	0.00	0.00
gene19826	rna34196_gene19826	3355.00	3129.77	962.00	33.40	22.08
gene19827	rna34197_gene19827	3281.00	3055.77	0.00	0.00	0.00
gene19828	rna34198_gene19828,rna34199_gene19828,rna34200_gene19828	1976.79	1751.55	106.67	6.62	4.38
gene19829	rna34201_gene19829,rna34202_gene19829,rna34203_gene19829	1803.00	1577.77	383.00	26.38	17.44
gene1983	rna3349_gene1983,rna3350_gene1983,rna3351_gene1983,rna3352_gene1983,rna3353_gene1983,rna3354_gene1983,rna3355_gene1983,rna3356_gene1983,rna3357_gene1983,rna3358_gene1983,rna3359_gene1983,rna3360_gene1983,rna3361_gene1983,rna3362_gene1983,rna3363_gene1983,rna3364_gene1983,rna3365_gene1983,rna3366_gene1983,rna3367_gene1983,rna3368_gene1983,rna3369_gene1983,rna3370_gene1983,rna3371_gene1983,rna3372_gene1983,rna3373_gene1983,rna3374_gene1983,rna3375_gene1983,rna3376_gene1983	4467.77	4242.54	3595.00	92.08	60.88
gene19830	rna34204_gene19830	191.00	9.49	0.00	0.00	0.00
gene19831	rna34205_gene19831	573.00	347.89	0.00	0.00	0.00
gene19832	rna34206_gene19832	1693.00	1467.77	1.00	0.07	0.05
gene19833	rna34207_gene19833,rna34208_gene19833	1279.00	1053.77	0.00	0.00	0.00
gene19834	rna34209_gene19834	2173.00	1947.77	2.00	0.11	0.07
gene19835	rna34210_gene19835	1100.00	874.77	4.00	0.50	0.33
gene19836	rna34211_gene19836,rna34212_gene19836	2360.92	2135.69	1199.00	61.00	40.33
gene19837	rna34213_gene19837,rna34214_gene19837	2826.79	2601.56	408.00	17.04	11.27
gene19838	rna34215_gene19838	358.00	136.46	0.00	0.00	0.00
gene19839	rna34216_gene19839	1196.00	970.77	0.00	0.00	0.00
gene1984	rna3377_gene1984,rna3378_gene1984	769.57	544.35	433.00	86.44	57.15
gene19840	rna34217_gene19840	1614.00	1388.77	124.00	9.70	6.41
gene19841	rna34218_gene19841	319.00	100.54	1.00	1.08	0.71
gene19842	rna34219_gene19842	2021.00	1795.77	217.00	13.13	8.68
gene19843	rna34220_gene19843	722.00	496.78	3.06	0.67	0.44
gene19844	rna34221_gene19844	2632.00	2406.77	124.00	5.60	3.70
gene19845	rna34222_gene19845	3955.00	3729.77	35.00	1.02	0.67
gene19846	rna34223_gene19846,rna34224_gene19846	2971.77	2746.53	204.00	8.07	5.34
gene19847	rna34225_gene19847	1928.00	1702.77	0.00	0.00	0.00
gene19848	rna34226_gene19848	1816.00	1590.77	0.00	0.00	0.00
gene19849	rna34227_gene19849	2153.00	1927.77	2.00	0.11	0.07
gene1985	rna3379_gene1985	2619.00	2393.77	444.00	20.15	13.33
gene19850	rna34228_gene19850,rna34229_gene19850,rna34230_gene19850,rna34231_gene19850	1466.60	1241.37	19.00	1.66	1.10
gene19851	rna34232_gene19851,rna34233_gene19851	1551.00	1325.77	2.00	0.16	0.11
gene19852	rna34234_gene19852	901.00	675.77	2.00	0.32	0.21
gene19853	rna34235_gene19853	1241.00	1015.77	247.00	26.42	17.47
gene19854	rna34236_gene19854	3752.00	3526.77	105.00	3.24	2.14
gene19855	rna34237_gene19855	1768.00	1542.77	18.00	1.27	0.84
gene19856	rna34238_gene19856,rna34239_gene19856,rna34240_gene19856,rna34241_gene19856	1828.00	1602.77	1.00	0.07	0.04
gene19857	rna34242_gene19857	591.00	365.86	0.00	0.00	0.00
gene19858	rna34243_gene19858,rna34244_gene19858,rna34245_gene19858,rna34246_gene19858,rna34247_gene19858,rna34248_gene19858,rna34249_gene19858,rna34250_gene19858	4807.00	4581.77	420.00	9.96	6.59
gene19859	rna34251_gene19859,rna34252_gene19859,rna34253_gene19859,rna34254_gene19859	3762.00	3536.77	1.00	0.03	0.02
gene1986	rna3380_gene1986,rna3381_gene1986	9470.32	9245.08	2071.00	24.34	16.09
gene19860	rna34255_gene19860	915.00	689.77	2.00	0.32	0.21
gene19861	rna34256_gene19861,rna34257_gene19861,rna34258_gene19861,rna34259_gene19861	3946.40	3721.17	1319.00	38.52	25.47
gene19862	rna34260_gene19862	2900.00	2674.77	86.00	3.49	2.31
gene19863	rna34261_gene19863,rna34262_gene19863,rna34263_gene19863,rna34264_gene19863,rna34265_gene19863	1962.00	1736.77	6.00	0.38	0.25
gene19864	rna34266_gene19864	884.00	658.77	3.00	0.49	0.33
gene19865	rna34267_gene19865	744.00	518.78	3.00	0.63	0.42
gene19866	rna34268_gene19866	386.00	163.14	3.00	2.00	1.32
gene19867	rna34269_gene19867	574.00	348.89	0.00	0.00	0.00
gene19868	rna34270_gene19868	685.00	459.79	0.00	0.00	0.00
gene19869	rna34271_gene19869,rna34272_gene19869,rna34273_gene19869,rna34274_gene19869	1718.35	1493.12	319.10	23.22	15.35
gene1987	rna3382_gene1987	1104.00	878.77	0.00	0.00	0.00
gene19870	rna34275_gene19870	213.00	20.01	0.00	0.00	0.00
gene19871	rna34276_gene19871,rna34277_gene19871,rna34278_gene19871	1974.03	1748.80	120.64	7.50	4.96
gene19872	rna34279_gene19872,rna34280_gene19872,rna34281_gene19872,rna34282_gene19872,rna34283_gene19872	5539.67	5314.43	1525.00	31.18	20.62
gene19873	rna34284_gene19873	1626.00	1400.77	24.00	1.86	1.23
gene19874	rna34285_gene19874	522.00	297.03	1.00	0.37	0.24
gene19875	rna34286_gene19875	1374.00	1148.77	4.00	0.38	0.25
gene19876	rna34287_gene19876,rna34288_gene19876,rna34289_gene19876,rna34290_gene19876,rna34291_gene19876,rna34292_gene19876,rna34293_gene19876,rna34294_gene19876,rna34295_gene19876,rna34296_gene19876,rna34297_gene19876	5504.11	5278.88	2409.00	49.59	32.79
gene19877	rna34298_gene19877	226.00	27.60	0.00	0.00	0.00
gene19878	rna34299_gene19878,rna34300_gene19878,rna34301_gene19878	1214.00	988.77	4.00	0.44	0.29
gene19879	rna34302_gene19879	1982.00	1756.77	472.00	29.20	19.30
gene1988	rna3383_gene1988	1650.00	1424.77	8.00	0.61	0.40
gene19880	rna34303_gene19880	713.00	487.79	32.00	7.13	4.71
gene19881	rna34304_gene19881	669.00	443.80	0.00	0.00	0.00
gene19882	rna34305_gene19882,rna34306_gene19882	1426.21	1200.97	223.00	20.18	13.34
gene19883	rna34307_gene19883,rna34308_gene19883,rna34309_gene19883	1811.04	1585.81	90.00	6.17	4.08
gene19884	rna34310_gene19884,rna34311_gene19884,rna34312_gene19884,rna34313_gene19884,rna34314_gene19884,rna34315_gene19884,rna34316_gene19884,rna34317_gene19884	4668.24	4443.01	652.00	15.95	10.54
gene19885	rna34318_gene19885,rna34319_gene19885,rna34320_gene19885	852.00	626.77	3.00	0.52	0.34
gene19886	rna34321_gene19886	1058.00	832.77	138.00	18.01	11.91
gene19887	rna34322_gene19887,rna34323_gene19887	1568.00	1342.77	66.00	5.34	3.53
gene19888	rna34324_gene19888	1319.00	1093.77	121.00	12.02	7.95
gene19889	rna34325_gene19889	1001.00	775.77	4.00	0.56	0.37
gene1989	rna3384_gene1989	1655.00	1429.77	3.00	0.23	0.15
gene19890	rna34326_gene19890,rna34327_gene19890,rna34328_gene19890,rna34329_gene19890	1046.40	821.17	9.00	1.19	0.79
gene19891	rna34330_gene19891	1284.00	1058.77	136.00	13.96	9.23
gene19892	rna34331_gene19892	4379.00	4153.77	2242.00	58.65	38.78
gene19893	rna34332_gene19893	1211.00	985.77	90.00	9.92	6.56
gene19894	rna34333_gene19894	4720.00	4494.77	270.00	6.53	4.32
gene19895	rna34334_gene19895,rna34335_gene19895	1212.50	987.27	0.00	0.00	0.00
gene19896	rna34336_gene19896	1209.00	983.77	307.00	33.91	22.42
gene19897	rna34337_gene19897,rna34338_gene19897,rna34339_gene19897,rna34340_gene19897,rna34341_gene19897,rna34342_gene19897,rna34343_gene19897	3556.27	3331.04	622.00	20.29	13.42
gene19898	rna34344_gene19898	752.00	526.78	1.00	0.21	0.14
gene19899	rna34345_gene19899,rna34346_gene19899,rna34347_gene19899	1425.00	1199.77	18.00	1.63	1.08
gene199	rna345_gene199,rna346_gene199,rna347_gene199,rna348_gene199	2585.38	2360.15	990.54	45.61	30.15
gene1990	rna3385_gene1990	2562.00	2336.77	17.00	0.79	0.52
gene19900	rna34348_gene19900,rna34349_gene19900	1485.00	1259.77	3.12	0.27	0.18
gene19901	rna34350_gene19901,rna34351_gene19901	1222.00	996.77	5.13	0.56	0.37
gene19902	rna34352_gene19902	1746.00	1520.77	1453.00	103.82	68.64
gene19903	rna34353_gene19903,rna34354_gene19903	3532.00	3306.77	793.00	26.06	17.23
gene19904	rna34355_gene19904	1254.00	1028.77	40.00	4.22	2.79
gene19905	rna34356_gene19905,rna34357_gene19905,rna34358_gene19905,rna34359_gene19905	3210.48	2985.25	560.00	20.38	13.48
gene19906	rna34360_gene19906,rna34361_gene19906	2295.00	2069.77	816.00	42.84	28.32
gene19907	rna34362_gene19907	2274.00	2048.77	6.00	0.32	0.21
gene19908	rna34363_gene19908	2285.00	2059.77	326.00	17.20	11.37
gene19909	rna34364_gene19909	3325.00	3099.77	156.00	5.47	3.62
gene1991	rna3386_gene1991	1524.00	1298.77	2.00	0.17	0.11
gene19910	gene19910_gene19910	2667.00	2441.77	14.00	0.62	0.41
gene19911	rna34365_gene19911,rna34366_gene19911,rna34367_gene19911	1975.32	1750.09	22.00	1.37	0.90
gene19912	rna34368_gene19912	1821.00	1595.77	349.00	23.76	15.71
gene19913	rna34369_gene19913	964.00	738.77	0.00	0.00	0.00
gene19914	rna34370_gene19914	689.00	463.79	0.00	0.00	0.00
gene19915	rna34371_gene19915	2632.00	2406.77	0.00	0.00	0.00
gene19916	rna34372_gene19916	1069.00	843.77	0.00	0.00	0.00
gene19917	rna34373_gene19917	1207.00	981.77	15.00	1.66	1.10
gene19918	rna34374_gene19918	880.00	654.77	0.00	0.00	0.00
gene19919	rna34375_gene19919	3271.00	3045.77	24.00	0.86	0.57
gene1992	rna3387_gene1992,rna3388_gene1992,rna3389_gene1992,rna3390_gene1992,rna3391_gene1992	7447.74	7222.51	215.00	3.23	2.14
gene19920	rna34376_gene19920	686.00	460.79	101.00	23.82	15.75
gene19921	rna34377_gene19921	2117.00	1891.77	94.00	5.40	3.57
gene19922	rna34378_gene19922	8483.00	8257.77	1300.00	17.11	11.31
gene19923	rna34379_gene19923	1620.00	1394.77	7450.00	580.41	383.75
gene19924	rna34380_gene19924	2169.00	1943.77	863.00	48.24	31.90
gene19925	rna34381_gene19925	1999.00	1773.77	0.00	0.00	0.00
gene19926	rna34382_gene19926	1761.00	1535.77	45.86	3.24	2.15
gene19927	rna34383_gene19927,rna34384_gene19927	3813.19	3587.95	924.00	27.98	18.50
gene19928	rna34385_gene19928,rna34386_gene19928,rna34387_gene19928,rna34388_gene19928,rna34389_gene19928	2390.08	2164.84	297.00	14.91	9.86
