"gene_id"	"InterproScan.GO.ID"
"LOC111107447"	"GO:0005515"
"LOC111107444"	"GO:0004672;GO:0005524;GO:0006468;GO:0009190;GO:0016021;GO:0016849;GO:0035556"
"LOC111107448"	"GO:0005515"
"LOC111107449"	"GO:0005515"
"LOC111107450"	"GO:0008033;GO:0017150;GO:0050660;GO:0055114"
"LOC111107424"	"unknown"
"LOC111107451"	"unknown"
"LOC111107452"	"GO:0003676"
"LOC111107453"	"unknown"
"LOC111107454"	"GO:0003676"
"LOC111107456"	"unknown"
"LOC111107457"	"unknown"
"LOC111107458"	"unknown"
"LOC111107455"	"unknown"
"LOC111107459"	"unknown"
"LOC111107460"	"unknown"
"LOC111107461"	"GO:0005515"
"LOC111107462"	"GO:0004697;GO:0005524;GO:0006468;GO:0009069;GO:0035556"
"LOC111107464"	"GO:0005515"
"LOC111107463"	"GO:0005515"
"LOC111107465"	"unknown"
"LOC111107466"	"unknown"
"LOC111107467"	"unknown"
"LOC111107468"	"unknown"
"LOC111107469"	"GO:0003676;GO:0008270"
"LOC111107470"	"GO:0003676"
"LOC111107471"	"GO:0007154;GO:0016020"
"LOC111107472"	"GO:0007154;GO:0016020"
"LOC111107473"	"GO:0007154;GO:0016020"
"LOC111107474"	"GO:0005524;GO:0016021;GO:0042626;GO:0055085"
"LOC111107476"	"GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0045298"
"LOC111107477"	"unknown"
"LOC111107478"	"GO:0006520;GO:0030170"
"LOC111107480"	"unknown"
"LOC111107481"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111107482"	"GO:0003676;GO:0008270"
"LOC111107479"	"GO:0003676"
"LOC111107483"	"unknown"
"LOC111107484"	"GO:0003676"
"LOC111107485"	"GO:0006891;GO:0017119"
"LOC111107486"	"unknown"
"LOC111107487"	"unknown"
"LOC111107489"	"unknown"
"LOC111107488"	"GO:0003676"
"LOC111107490"	"GO:0005515"
"LOC111107491"	"unknown"
"LOC111107492"	"unknown"
"LOC111107493"	"GO:0005576;GO:0030414"
"LOC111107494"	"unknown"
"LOC111107495"	"GO:0005576;GO:0030414"
"LOC111107497"	"unknown"
"LOC111107498"	"GO:0005576;GO:0030414"
"LOC111107496"	"unknown"
"LOC111107499"	"GO:0005515"
"LOC111107500"	"GO:0005576;GO:0030414"
"LOC111107501"	"unknown"
"LOC111107502"	"unknown"
"LOC111107503"	"GO:0005515"
"LOC111107506"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111107507"	"unknown"
"LOC111107504"	"unknown"
"LOC111107508"	"unknown"
"LOC111107509"	"unknown"
"LOC111107510"	"unknown"
"LOC111107511"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111107512"	"unknown"
"LOC111107514"	"unknown"
"LOC111107515"	"unknown"
"LOC111107516"	"GO:0003676;GO:0015074"
"LOC111107513"	"GO:0003677"
"LOC111107517"	"unknown"
"LOC111107518"	"GO:0016079;GO:1990504"
"LOC111107519"	"GO:0005515"
"LOC111107520"	"GO:0004756;GO:0005524;GO:0016260"
"LOC111107522"	"GO:0005515"
"LOC111107523"	"unknown"
"LOC111107521"	"unknown"
"LOC111107525"	"GO:0006813;GO:0016021;GO:0016286"
"LOC111107526"	"unknown"
"LOC111107527"	"unknown"
"LOC111107529"	"GO:0046983"
"LOC111107530"	"GO:0005319;GO:0006869"
"LOC111107528"	"GO:0000723;GO:0003678;GO:0005657;GO:0006281"
"LOC111107531"	"unknown"
"LOC111107533"	"GO:0003723;GO:0008270"
"LOC111107534"	"GO:0008270"
"LOC111107536"	"GO:0005509;GO:0005886;GO:0007156"
"LOC111107539"	"GO:0003824"
"LOC111107540"	"GO:0008146;GO:0016021;GO:0016051"
"LOC111107541"	"unknown"
"LOC111107542"	"GO:0000785;GO:0003682;GO:0005515;GO:0005524;GO:0006281;GO:0007064;GO:0008278"
"LOC111107543"	"unknown"
"LOC111107544"	"GO:0008146;GO:0016021;GO:0016051"
"LOC111107545"	"GO:0005515;GO:0008270"
"LOC111107547"	"GO:0008270"
"LOC111107546"	"GO:0016021"
"LOC111107548"	"GO:0000785;GO:0003677;GO:0005634;GO:0006355"
"LOC111107549"	"GO:0004725;GO:0006470;GO:0006570"
"LOC111107550"	"GO:0004725;GO:0006470;GO:0006570"
"LOC111107553"	"GO:0008270"
"LOC111107554"	"GO:0003968;GO:0006144;GO:0031379"
"LOC111107555"	"GO:0003968;GO:0006144;GO:0031379"
"LOC111107552"	"GO:0006355;GO:0043565"
"LOC111107556"	"GO:0003968;GO:0006144;GO:0031379"
"LOC111107557"	"GO:0004888;GO:0005230;GO:0007165;GO:0016021;GO:0034220"
"LOC111107561"	"unknown"
"LOC111107559"	"unknown"
"LOC111107562"	"GO:0006813;GO:0016021;GO:0016286"
"LOC111107563"	"GO:0005525"
"LOC111107565"	"GO:0005515;GO:0048188;GO:0071339"
"LOC111107566"	"GO:0001764;GO:0007417;GO:0070325"
"LOC111107567"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111107568"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111107569"	"GO:0071203"
"LOC111107570"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111107571"	"GO:0055114"
"LOC111107572"	"GO:0055114"
"LOC111107573"	"GO:0003676;GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107574"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107576"	"unknown"
"LOC111107551"	"unknown"
"LOC111107575"	"unknown"
"LOC111107578"	"GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0042575"
"LOC111107579"	"unknown"
"LOC111107580"	"GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0042575"
"LOC111107581"	"unknown"
"LOC111107582"	"unknown"
"LOC111107585"	"unknown"
"LOC111107586"	"unknown"
"LOC111107584"	"GO:0003723;GO:0004004;GO:0005524;GO:0005634"
"LOC111107587"	"GO:0008270"
"LOC111107589"	"GO:0003676;GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107590"	"unknown"
"LOC111107592"	"unknown"
"LOC111107593"	"unknown"
"LOC111107595"	"unknown"
"LOC111107594"	"GO:0008271;GO:0008272;GO:0016021;GO:0055085"
"LOC111107596"	"unknown"
"LOC111107597"	"unknown"
"LOC111107598"	"GO:0008270"
"LOC111107599"	"unknown"
"LOC111107601"	"unknown"
"LOC111107602"	"unknown"
"LOC111107600"	"GO:0004843;GO:1990108"
"LOC111107603"	"unknown"
"LOC111107605"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111107606"	"GO:0016491;GO:0055114"
"LOC111107608"	"unknown"
"LOC111107609"	"unknown"
"LOC111107611"	"unknown"
"LOC111107612"	"GO:0005515;GO:0008191"
"LOC111107613"	"GO:0008191"
"LOC111107614"	"GO:0005515"
"LOC111107615"	"unknown"
"LOC111107617"	"GO:0005515;GO:0008270"
"LOC111107618"	"unknown"
"LOC111107619"	"unknown"
"LOC111107620"	"GO:0005515"
"LOC111107622"	"unknown"
"LOC111107621"	"GO:0005216;GO:0005515;GO:0006811;GO:0016020;GO:0055085"
"LOC111107623"	"unknown"
"LOC111107624"	"GO:0008270"
"LOC111107625"	"unknown"
"LOC111107626"	"unknown"
"LOC111107627"	"GO:0005515"
"LOC111107629"	"GO:0005515"
"LOC111107630"	"unknown"
"LOC111107631"	"unknown"
"LOC111107628"	"GO:0006629;GO:0016627"
"LOC111107632"	"unknown"
"LOC111107633"	"unknown"
"LOC111107634"	"unknown"
"LOC111107635"	"unknown"
"LOC111107636"	"unknown"
"LOC111107637"	"unknown"
"LOC111107638"	"unknown"
"LOC111107639"	"unknown"
"LOC111107640"	"unknown"
"LOC111107641"	"unknown"
"LOC111107642"	"unknown"
"LOC111107643"	"unknown"
"LOC111107644"	"unknown"
"LOC111107645"	"unknown"
"LOC111107646"	"unknown"
"LOC111107648"	"unknown"
"LOC111107649"	"unknown"
"LOC111107650"	"unknown"
"LOC111107647"	"unknown"
"LOC111107651"	"unknown"
"LOC111107652"	"unknown"
"LOC111107653"	"unknown"
"LOC111107654"	"unknown"
"LOC111107655"	"unknown"
"LOC111107656"	"unknown"
"LOC111107657"	"GO:0005515;GO:0008270"
"LOC111107659"	"unknown"
"LOC111107660"	"GO:0008270"
"LOC111107661"	"unknown"
"LOC111107658"	"unknown"
"LOC111107662"	"unknown"
"LOC111107663"	"unknown"
"LOC111107664"	"GO:0004197;GO:0006508"
"LOC111107666"	"unknown"
"LOC111107665"	"unknown"
"LOC111107667"	"unknown"
"LOC111107668"	"unknown"
"LOC111107669"	"unknown"
"LOC111107670"	"GO:0005739;GO:0051607"
"LOC111107671"	"unknown"
"LOC111107672"	"unknown"
"LOC111107673"	"unknown"
"LOC111107675"	"unknown"
"LOC111107674"	"unknown"
"LOC111107676"	"unknown"
"LOC111107677"	"unknown"
"LOC111107678"	"unknown"
"LOC111107679"	"unknown"
"LOC111107681"	"unknown"
"LOC111107682"	"GO:0003824"
"LOC111107680"	"unknown"
"LOC111107683"	"unknown"
"LOC111107684"	"unknown"
"LOC111107685"	"unknown"
"LOC111107686"	"GO:0003677;GO:0005634;GO:0006915"
"LOC111107688"	"unknown"
"LOC111107689"	"unknown"
"LOC111107690"	"unknown"
"LOC111107687"	"unknown"
"LOC111107691"	"unknown"
"LOC111107692"	"GO:0005634;GO:0006915"
"LOC111107693"	"unknown"
"LOC111107694"	"unknown"
"LOC111107695"	"unknown"
"LOC111107697"	"unknown"
"LOC111107696"	"GO:0005515"
"LOC111107698"	"unknown"
"LOC111107699"	"unknown"
"LOC111107700"	"unknown"
"LOC111107707"	"unknown"
"LOC111107703"	"GO:0070567"
"LOC111107709"	"GO:0005515;GO:0006355"
"LOC111107710"	"unknown"
"LOC111107711"	"GO:0008270"
"LOC111107712"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107713"	"GO:0003676"
"LOC111107714"	"unknown"
"LOC111107716"	"GO:0005515"
"LOC111107715"	"GO:0046872"
"LOC111107717"	"unknown"
"LOC111107718"	"GO:0005515"
"LOC111107719"	"GO:0005515;GO:0008191"
"LOC111107720"	"GO:0005515"
"LOC111107721"	"GO:0005515"
"LOC111107722"	"unknown"
"LOC111107724"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111107725"	"GO:0005515"
"LOC111107726"	"unknown"
"LOC111107723"	"unknown"
"LOC111107727"	"GO:0003873;GO:0005524;GO:0006000;GO:0006003;GO:0006013"
"LOC111107728"	"GO:0004843;GO:0016579;GO:0030433;GO:1904265"
"LOC111107730"	"unknown"
"LOC111107729"	"unknown"
"LOC111107731"	"GO:0005515;GO:0006936"
"LOC111107733"	"GO:0006508;GO:0008234"
"LOC111107734"	"unknown"
"LOC111107732"	"unknown"
"LOC111107735"	"unknown"
"LOC111107737"	"unknown"
"LOC111107738"	"unknown"
"LOC111107739"	"unknown"
"LOC111107741"	"unknown"
"LOC111107740"	"unknown"
"LOC111107745"	"unknown"
"LOC111107747"	"GO:0005515;GO:0008270"
"LOC111107748"	"unknown"
"LOC111107749"	"unknown"
"LOC111107750"	"GO:0004866;GO:0005622"
"LOC111107751"	"GO:0004866;GO:0005622"
"LOC111107753"	"GO:0004869;GO:0005622"
"LOC111107754"	"GO:0004869;GO:0005622"
"LOC111107752"	"GO:0005515"
"LOC111107757"	"GO:0005515"
"LOC111107758"	"GO:0005509;GO:0005515"
"LOC111107759"	"unknown"
"LOC111107760"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107762"	"unknown"
"LOC111107763"	"GO:0005634"
"LOC111107764"	"GO:0005634;GO:0006334"
"LOC111107761"	"unknown"
"LOC111107765"	"GO:0005515"
"LOC111107766"	"GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0042575"
"LOC111107767"	"GO:0005515"
"LOC111107769"	"unknown"
"LOC111107771"	"GO:0005515"
"LOC111107772"	"unknown"
"LOC111107773"	"unknown"
"LOC111107770"	"unknown"
"LOC111107774"	"unknown"
"LOC111107775"	"GO:0005509;GO:0005515"
"LOC111107776"	"unknown"
"LOC111107777"	"GO:0005515"
"LOC111107778"	"GO:0005515"
"LOC111107779"	"GO:0016746"
"LOC111107782"	"unknown"
"LOC111107780"	"GO:0005216;GO:0005515;GO:0006811;GO:0016020;GO:0055085"
"LOC111107783"	"GO:0005515"
"LOC111107784"	"GO:0003677;GO:0006310;GO:0015074"
"LOC111107785"	"unknown"
"LOC111107786"	"GO:0008270"
"LOC111107788"	"GO:0005515;GO:0008270"
"LOC111107787"	"GO:0006508;GO:0008237;GO:0008241;GO:0016020"
"LOC111107790"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107792"	"GO:0006355"
"LOC111107795"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107796"	"unknown"
"LOC111107797"	"unknown"
"LOC111107798"	"unknown"
"LOC111107799"	"unknown"
"LOC111107800"	"unknown"
"LOC111107801"	"unknown"
"LOC111107803"	"unknown"
"LOC111107804"	"GO:0008270"
"LOC111107805"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111107802"	"GO:0005509;GO:0007156;GO:0016020"
"LOC111107806"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111107807"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111107808"	"unknown"
"LOC111107809"	"GO:0005515;GO:0007165;GO:0042981"
"LOC111107811"	"unknown"
"LOC111107813"	"GO:0003677;GO:0005634;GO:0006284;GO:0006298;GO:0008263"
"LOC111107814"	"GO:0005515"
"LOC111107810"	"unknown"
"LOC111107815"	"GO:0005509;GO:0005515"
"LOC111107816"	"GO:0016021"
"LOC111107817"	"unknown"
"LOC111107818"	"unknown"
"LOC111107819"	"unknown"
"LOC111107821"	"unknown"
"LOC111107822"	"unknown"
"LOC111107793"	"unknown"
"LOC111107820"	"unknown"
"LOC111107823"	"unknown"
"LOC111107824"	"unknown"
"LOC111107827"	"unknown"
"LOC111107825"	"unknown"
"LOC111107828"	"GO:0008270"
"LOC111107830"	"GO:0008270"
"LOC111107831"	"GO:0008270"
"LOC111107832"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107829"	"unknown"
"LOC111107833"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107834"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107835"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111107837"	"unknown"
"LOC111107836"	"unknown"
"LOC111107840"	"GO:0005515;GO:0007165"
"LOC111107841"	"GO:0005515;GO:0007165"
"LOC111107842"	"GO:0005515;GO:0007165"
"LOC111107843"	"GO:0005515"
"LOC111107844"	"GO:0004843;GO:0005515;GO:0006511;GO:0016579"
"LOC111107845"	"unknown"
"LOC111107847"	"GO:0004814;GO:0005524;GO:0006420;GO:0006525;GO:0006560"
"LOC111107848"	"GO:0005524;GO:0006468;GO:0008353;GO:0009069;GO:0070985"
"LOC111107846"	"GO:0004621;GO:0005576;GO:0009395"
"LOC111107850"	"GO:0005524;GO:0005778;GO:0006635;GO:0016021;GO:0042626;GO:0055085"
"LOC111107851"	"GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0045298"
"LOC111107852"	"GO:0004697;GO:0005524;GO:0006468;GO:0009069;GO:0035556"
"LOC111107854"	"GO:0003700;GO:0003707;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0007165;GO:0008270;GO:0043565"
"LOC111107853"	"unknown"
"LOC111107855"	"GO:0016757"
"LOC111107856"	"GO:0015031"
"LOC111107857"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111107858"	"GO:0005509;GO:0007154;GO:0016020"
"LOC111107860"	"unknown"
"LOC111107861"	"GO:0022857"
"LOC111107859"	"unknown"
"LOC111107862"	"unknown"
"LOC111107863"	"GO:0005515"
"LOC111107865"	"GO:0005515"
"LOC111107866"	"GO:0005515"
"LOC111107607"	"GO:0046872"
"LOC111107872"	"GO:0005524;GO:0007269;GO:0008021"
"LOC111107868"	"unknown"
"LOC111107873"	"GO:0005515;GO:0008191"
"LOC111107874"	"GO:0008270"
"LOC111107875"	"unknown"
"LOC111107876"	"unknown"
"LOC111107879"	"GO:0003676"
"LOC111107881"	"GO:0005515;GO:0035556"
"LOC111107880"	"GO:0005739;GO:0051607"
"LOC111107883"	"unknown"
"LOC111107884"	"unknown"
"LOC111107885"	"GO:0004197;GO:0006508"
"LOC111107886"	"unknown"
"LOC111107888"	"GO:0003676;GO:0005524"
"LOC111107889"	"GO:0005515"
"LOC111107890"	"GO:0005515"
"LOC111107887"	"unknown"
"LOC111107891"	"GO:0005515"
"LOC111107892"	"GO:0005515"
"LOC111107893"	"GO:0005515"
"LOC111107894"	"GO:0005515"
"LOC111107895"	"GO:0005515"
"LOC111107896"	"GO:0005515"
"LOC111107897"	"GO:0005515"
"LOC111107899"	"GO:0005515"
"LOC111107900"	"GO:0005515"
"LOC111107901"	"GO:0005515"
"LOC111107867"	"unknown"
"LOC111107898"	"GO:0005515"
"LOC111107903"	"GO:0005515"
"LOC111107904"	"GO:0005515"
"LOC111107905"	"GO:0005515"
"LOC111107907"	"unknown"
"LOC111107909"	"GO:0008270"
"LOC111107908"	"unknown"
"LOC111107910"	"GO:0005524"
"LOC111107911"	"GO:0005515"
"LOC111107912"	"GO:0003824;GO:0009058;GO:0030170"
"LOC111107913"	"GO:0005515"
"LOC111107914"	"unknown"
"LOC111107917"	"GO:0005515"
"LOC111107918"	"unknown"
"LOC111107919"	"unknown"
"LOC111107921"	"unknown"
"LOC111107923"	"unknown"
"LOC111107924"	"GO:0006959;GO:0045893;GO:0046983"
"LOC111107922"	"unknown"
"LOC111107925"	"unknown"
"LOC111107926"	"GO:0005515"
"LOC111107927"	"GO:0005515"
"LOC111107929"	"GO:0005515"
"LOC111107930"	"GO:0003676"
"LOC111107928"	"unknown"
"LOC111107931"	"GO:0005515"
"LOC111107933"	"GO:0008270"
"LOC111107934"	"GO:0005515;GO:0036265"
"LOC111107935"	"GO:0008270"
"LOC111107938"	"GO:0008270"
"LOC111107937"	"GO:0004601;GO:0006804;GO:0006979;GO:0020037;GO:0055114"
"LOC111107939"	"GO:0008270"
"LOC111107940"	"GO:0008270"
"LOC111107941"	"GO:0008270"
"LOC111107942"	"GO:0008270"
"LOC111107944"	"GO:0008270"
"LOC111107945"	"GO:0008270"
"LOC111107946"	"GO:0008270"
"LOC111107947"	"GO:0003676;GO:0005524"
"LOC111107948"	"unknown"
"LOC111107949"	"unknown"
"LOC111107952"	"unknown"
"LOC111107953"	"unknown"
"LOC111107951"	"GO:0046983"
"LOC111107954"	"unknown"
"LOC111107936"	"unknown"
"LOC111107957"	"GO:0004089;GO:0006730;GO:0006807;GO:0008270"
"LOC111107966"	"GO:0003779;GO:2000601"
"LOC111107967"	"unknown"
"LOC111107968"	"unknown"
"LOC111107970"	"unknown"
"LOC111107971"	"unknown"
"LOC111107969"	"GO:0003677;GO:0006338"
"LOC111107972"	"unknown"
"LOC111107973"	"unknown"
"LOC111107976"	"unknown"
"LOC111107977"	"GO:0006886;GO:0008536"
"LOC111107978"	"GO:0005515;GO:0008270"
"LOC111107980"	"unknown"
"LOC111107981"	"GO:0005515;GO:0008270"
"LOC111107979"	"unknown"
"LOC111107982"	"GO:0008270"
"LOC111107983"	"GO:0008270"
"LOC111107984"	"GO:0008270"
"LOC111107985"	"GO:0005515;GO:0008270"
"LOC111107986"	"GO:0005249;GO:0006813;GO:0008076;GO:0051260;GO:0055085"
"LOC111107988"	"unknown"
"LOC111107989"	"unknown"
"LOC111107990"	"unknown"
"LOC111107987"	"GO:0003700;GO:0004930;GO:0005515;GO:0005667;GO:0006355;GO:0006355;GO:0007186;GO:0016021;GO:0043565"
"LOC111107991"	"unknown"
"LOC111107992"	"unknown"
"LOC111107993"	"unknown"
"LOC111107994"	"GO:0003676"
"LOC111107995"	"GO:0004674;GO:0005524;GO:0006468;GO:0009069;GO:0043066"
"LOC111107996"	"GO:0008270"
"LOC111107997"	"GO:0003676;GO:0003700;GO:0005667;GO:0006355;GO:0006355;GO:0008270"
"LOC111108001"	"unknown"
"LOC111108002"	"GO:0005634;GO:0006915"
"LOC111108003"	"unknown"
"LOC111107999"	"GO:0003700;GO:0004930;GO:0005515;GO:0005667;GO:0006355;GO:0006355;GO:0007186;GO:0016021;GO:0043565"
"LOC111108004"	"unknown"
"LOC111108006"	"GO:0005515"
"LOC111108007"	"GO:0005515"
"LOC111108009"	"unknown"
"LOC111108010"	"unknown"
"LOC111108008"	"unknown"
"LOC111108011"	"unknown"
"LOC111108012"	"unknown"
"LOC111108013"	"GO:0001530;GO:0006955;GO:0050829"
"LOC111108015"	"GO:0005515"
"LOC111108016"	"unknown"
"LOC111108017"	"unknown"
"LOC111108018"	"unknown"
"LOC111108019"	"GO:0003676;GO:0005524"
"LOC111108022"	"GO:0005952;GO:0008603;GO:0045859"
"LOC111108023"	"unknown"
"LOC111108024"	"GO:0008270"
"LOC111108025"	"unknown"
"LOC111108026"	"GO:0005509;GO:0007160;GO:0016020"
"LOC111108029"	"GO:0004970;GO:0006811;GO:0007165;GO:0007268;GO:0016020"
"LOC111108030"	"GO:0005515"
"LOC111108028"	"GO:0004089;GO:0006730;GO:0006807;GO:0008270"
"LOC111108031"	"unknown"
"LOC111108037"	"GO:0005515"
"LOC111108038"	"GO:0005788;GO:0006488;GO:0052824"
"LOC111108040"	"GO:0008270"
"LOC111108041"	"GO:0008270"
"LOC111108042"	"GO:0008146"
"LOC111108039"	"unknown"
"LOC111108043"	"GO:0000184;GO:0003723;GO:0005515"
"LOC111108044"	"GO:0003735;GO:0005739;GO:0005840;GO:0042254"
"LOC111108045"	"unknown"
"LOC111108046"	"unknown"
"LOC111108048"	"unknown"
"LOC111108047"	"GO:0005515;GO:0007165"
"LOC111108050"	"unknown"
"LOC111108052"	"unknown"
"LOC111108053"	"unknown"
"LOC111108054"	"GO:0003676;GO:0005524"
"LOC111108055"	"GO:0000049;GO:0002161;GO:0004822;GO:0005524;GO:0006428;GO:0009097;GO:0009098;GO:0009099"
"LOC111108056"	"GO:0001575;GO:0005975;GO:0008107;GO:0009247;GO:0016020"
"LOC111108057"	"GO:0000785;GO:0003682;GO:0005515;GO:0005524;GO:0006281;GO:0007064;GO:0008278"
"LOC111108058"	"unknown"
"LOC111108060"	"GO:0005515"
"LOC111108061"	"GO:0004672;GO:0005515;GO:0005524;GO:0006468;GO:0017154;GO:0071526"
"LOC111108063"	"GO:0003676;GO:0003950;GO:0005515;GO:0042981"
"LOC111108062"	"unknown"
"LOC111108064"	"GO:0005249;GO:0005515;GO:0006813;GO:0008076;GO:0051260;GO:0055085"
"LOC111108065"	"GO:0005509;GO:0007160;GO:0016020"
"LOC111108066"	"GO:0005515"
"LOC111108067"	"GO:0003677"
"LOC111108069"	"unknown"
"LOC111108070"	"unknown"
"LOC111108071"	"GO:0008270"
"LOC111108068"	"unknown"
"LOC111108072"	"unknown"
"LOC111108073"	"unknown"
"LOC111108074"	"GO:0007015;GO:0031209;GO:0044877"
"LOC111108080"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111108081"	"GO:0005515"
"LOC111108078"	"unknown"
"LOC111108083"	"GO:0003700;GO:0005667;GO:0006355;GO:0006355;GO:0043565"
"LOC111108084"	"GO:0003676"
"LOC111108085"	"unknown"
"LOC111108086"	"GO:0005388;GO:0005524;GO:0016021;GO:0016529;GO:0070588"
"LOC111108087"	"unknown"
"LOC111108088"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111108089"	"GO:0005515"
"LOC111108090"	"GO:0055114"
"LOC111108091"	"unknown"
"LOC111108092"	"unknown"
"LOC111108094"	"unknown"
"LOC111108093"	"GO:0003676;GO:0015074"
"LOC111108096"	"unknown"
"LOC111108097"	"unknown"
"LOC111108100"	"unknown"
"LOC111108101"	"unknown"
"LOC111108102"	"unknown"
"LOC111108099"	"unknown"
"LOC111108103"	"unknown"
"LOC111108105"	"GO:0003697;GO:0005525;GO:0006301;GO:0006513;GO:0061630"
"LOC111108106"	"GO:0000184;GO:0003723;GO:0005515"
"LOC111108107"	"GO:0003735;GO:0005739;GO:0005840;GO:0042254"
"LOC111108108"	"GO:0005089;GO:0035023;GO:0043087;GO:0046872"
"LOC111108110"	"GO:0005509;GO:0007154;GO:0016020"
"LOC111108111"	"GO:0006284;GO:0017065"
"LOC111108112"	"unknown"
"LOC111108109"	"GO:0005509;GO:0016020"
"LOC111108113"	"GO:0005515;GO:0017154;GO:0071526"
"LOC111108114"	"GO:0008270"
"LOC111108115"	"GO:0008270"
"LOC111108116"	"unknown"
"LOC111108117"	"unknown"
"LOC111108118"	"unknown"
"LOC111108120"	"unknown"
"LOC111108121"	"GO:0005515;GO:0005525"
"LOC111108095"	"unknown"
"LOC111108122"	"unknown"
"LOC111108123"	"unknown"
"LOC111108124"	"GO:0005086;GO:0032012;GO:0043087"
"LOC111108125"	"unknown"
"LOC111108126"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111108127"	"unknown"
"LOC111108128"	"unknown"
"LOC111108129"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111108131"	"unknown"
"LOC111108132"	"unknown"
"LOC111108133"	"unknown"
"LOC111108130"	"unknown"
"LOC111108135"	"unknown"
"LOC111108136"	"GO:0005515;GO:0008270"
"LOC111108137"	"GO:0000051;GO:0004046;GO:0005737;GO:0006508;GO:0006520;GO:0008237"
"LOC111108138"	"GO:0051015"
"LOC111108140"	"unknown"
"LOC111108139"	"unknown"
"LOC111108142"	"GO:0003824;GO:0006807"
"LOC111108143"	"GO:0005089;GO:0035023;GO:0043087;GO:0046872"
"LOC111108144"	"GO:0005737;GO:0006914;GO:0008641"
"LOC111108145"	"GO:0004672;GO:0005524;GO:0006468;GO:0035556"
"LOC111108147"	"GO:0007166;GO:0030368"
"LOC111108148"	"GO:0000049;GO:0002161;GO:0004822;GO:0005524;GO:0006428;GO:0009097;GO:0009098;GO:0009099"
"LOC111108149"	"GO:0001575;GO:0005975;GO:0008107;GO:0009247;GO:0016020"
"LOC111108150"	"GO:0005515"
"LOC111108152"	"unknown"
"LOC111108153"	"unknown"
"LOC111108154"	"unknown"
"LOC111108151"	"unknown"
"LOC111108155"	"unknown"
"LOC111108160"	"GO:0005509;GO:0007160;GO:0016020"
"LOC111108161"	"GO:0005515"
"LOC111108162"	"unknown"
"LOC111108163"	"GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111108165"	"GO:0005515;GO:0008270"
"LOC111108166"	"GO:0005515;GO:0008270"
"LOC111108167"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111108169"	"GO:0005509;GO:0007160;GO:0016020"
"LOC111108170"	"unknown"
"LOC111108172"	"unknown"
"LOC111108171"	"unknown"
"LOC111108173"	"unknown"
"LOC111108174"	"GO:0005515"
"LOC111108175"	"GO:0006629"
"LOC111108176"	"GO:0000493"
"LOC111108177"	"unknown"
"LOC111108179"	"unknown"
"LOC111108178"	"GO:0005249;GO:0005516;GO:0006813;GO:0008076;GO:0016286"
"LOC111108180"	"GO:0003676;GO:0005515"
"LOC111108181"	"GO:0003676"
"LOC111108182"	"GO:0004298;GO:0019773;GO:0043161"
"LOC111108183"	"GO:0004843;GO:0006511;GO:0016579"
"LOC111108185"	"GO:0004672;GO:0005515;GO:0005524;GO:0006468;GO:0017154;GO:0071526"
"LOC111108184"	"GO:0004466;GO:0006118;GO:0042758;GO:0050660;GO:0055114"
"LOC111108186"	"GO:0005509;GO:0007160;GO:0016020"
"LOC111108187"	"GO:0005719;GO:0045892"
"LOC111108188"	"unknown"
"LOC111108189"	"GO:0016079;GO:1990504"
"LOC111108190"	"GO:0008093;GO:0070840"
"LOC111108191"	"unknown"
