"","ID","Date","Timepoint","TankID","shelf","tank","pCO2","PopOrigin","length","width","DrillDate","t_start","t_shuck","t_end","g_index","g_collect","g_20","m_tissue","dm_tissue","g_tissue","p_fluid","wet_wgt","tin_wgt","dry_wgt","wet_wgtcorr","dry_wgtcorr","bag_wgt","totalshell_wgt","shell_wgt","dry_end_meas","Hard_Nell_Index","Hard_Nell_Size_Correction","ShellWt_ShellSizeCor","Simple_ConditionIndex","Repair_Shell_Quality","notes.x","buoyant_bw1","date_bw1","asDate_bw1","StandardWgt_bw1","Temp_bw1","Salinity_bw1","buoyant_bw2","date_bw2","asDate_bw2","StandardWgt_bw2","Temp_bw2","Salinity_bw2","buoyant_bw3","date_bw3","asDate_bw3","StandardWgt_bw3","Temp_bw3","Salinity_bw3","density_bw1","density_bw2","density_bw3","DayDiff_bw1_bw2","DayDiff_bw2_bw3","DensityCorrection_bw2","StandardCorrection_bw2","DensityCorrection_bw3","StandardCorrection_bw3","DW1_calc","DW2pre_calc","DW2_calc","DW3_calc","dry_Shell_Wgt","Measurer","CompleteRecord","DryWgtDelta_DW1_DW2","PercentChange_DW1_DW2","PercentChangePerDay_DW1_DW2","DryWgtDelta_DW2_DW3","PercentChange_DW2_DW3","PercentChangePerDay_DW2_DW3","PercentChangePerDayStandardized_Exposure","notes.y","EPF_pH_raw","EPF_NBS_Corr","EPF_NBS_pH","EPF_Total_Corr","EPF_Total_pH","EPF_DIC","EPF_Salinity","EPF_Calcite_Calc","EPF_TA_Calc","Temp_Complete","Sal_Complete","CT_Complete","AT_Complete","pH_Complete","pCO2_Complete","CaSat_Complete","ArgSat_Complete","Temp_2W","Sal_2W","pH_NBS_2W","pH_SW_2W","pH_Total_2W","pH_scaleFree_2W","Temp_Cal","Sal_Cal","CT_Cal","AT_Cal","pH_Cal","pCO2_Cal","CaSat_Cal","ArgSat_Cal"
"26",17052,2017-07-24,50,5,2,2,400,"Ipswich",3.968,2.338,20170427,"14:28","14:34","14:38",0,"N","N","Y","Y","Y","Y",5.34,1.28,1.863,4.06,0.583,NA,NA,NA,60.045,"2.391474046","0.6026900318",6.472330397,19.14081693,3,"Sickly looking",37.484,170506,"05/06/17",2.8,13,32.67,37.396,170531,"05/31/17",2.79,17.2,29.47,37.012,170705,"07/05/17",2.79,17,NA,1.02459,1.02123,1.0226,25,35,37.52,37.56,36.96,37.02,67.29,67.42,67.13,66.43,60.05,"Louise",1,-0.1632,-0.2425,-0.0097,-0.6949,-1.0461,-0.0299,-0.0202,"Stabbed while shucking",7.443378119,0.079423,7.522801,-0.020434,7.422944,NA,NA,NA,NA,17.46,30.7437527,1952.862239,2097.729392,7.8784,586.32,2.79,1.784,18.1142857142857,30.9661733557143,8.11654571428571,7.99268142857143,7.99313556057143,7.81015714285714,17.3333333333333,30.5660055833333,1935.80093233333,2066.05191366667,7.84733333333333,626.533333333333,2.56,1.63666666666667
"27",17053,2017-06-26,22,10,4,1,2800,"Rowley2-Sawyers",3.676,1.75,20170427,"13:58","14:06","14:10",0,"N",NA,"Y","Y","Y","Y",5.09,1.28,1.73,3.81,0.45,NA,NA,NA,25.27,"4.673930994","1.271471979",3.928182807,17.74212922,3,"",15.645,170505,"05/05/17",2.79,12.9,32.53,15.499,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,15.55,15.5,NA,NA,26.49,26.22,26.22,NA,25.27,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.517241379,0.079423,7.596664,-0.020434,7.496808,6808.44,32.081,3.95,6804.2,17.2666666666667,30.5660055833333,2046.16083,2115.201048,7.354,2172.8,0.91,0.583333333333333,17.0142857142857,30.6862055057143,7.53656571428571,7.41382142857143,7.414270755,7.23294857142857,NA,NA,NA,NA,NA,NA,NA,NA
"28",17054,2017-06-05,1,12,4,3,2800,"Rowley1-RR",3.435,2.719,20170427,"16:10","16:21","16:25",0,"Y",NA,"Y","Y","Y","Y",11.73,1.3,2.61,10.43,1.31,11.6,121.12,109.52,109.52,"1.146815495","0.3338618616",11.7262051,42.86504867,1,"",64.83,170506,"05/06/17",2.8,13,32.67,64.846,170601,"06/01/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.02459,1.02138,NA,NA,NA,65.05,65.03,NA,NA,118.38,118.76,118.41,NA,109.52,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.88099639,0.079423,7.960419,-0.020434,7.860563,NA,NA,NA,NA,18.8,30.52271327,2198.413209,2142.04884,7.236,2928.7,0.75,0.48,17.95,29.94360358,7.710175,7.5904,7.590841799,7.413905,NA,NA,NA,NA,NA,NA,NA,NA
"29",17061,2017-06-06,2,3,1,3,400,"Rowley2-Sawyers",3.739,2.289,20170427,"13:29","13:35","13:38",0,"N",NA,"Y","Y","Y","Y",8.63,1.28,2.24,7.35,0.96,11.46,72.56,61.1,61.1,"2.137679949","0.5717250466",7.139042254,32.81486366,0,"",33.366,170504,"05/04/17",2.79,12.9,32.43,33.389,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02443,1.0212,NA,NA,NA,33.49,33.37,NA,NA,59.6,59.61,59.64,NA,61.1,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.686534013,0.079423,7.765957,-0.020434,7.6661,NA,NA,NA,NA,18.1,30.52271327,1913.169539,2068.176676,7.905,536.6,2.93,1.87,17.6,30.0253892266667,8.06968666666667,7.94958666666667,7.950025304,7.77260666666667,NA,NA,NA,NA,NA,NA,NA,NA
"30",17065,2017-06-06,2,13,5,1,900,"Rowley1-RR",3.566,2.058,20170427,"11:32","11:38","11:41",0,"N",NA,"Y","Y","Y","Y",6.12,1.29,2.2,4.83,0.91,11.48,63.18,51.7,51.7,"3.64421271","1.021932897",7.044721582,33.59139484,3,"",27.131,170504,"05/04/17",2.77,13,32.43,27.153,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,27.24,26.92,NA,NA,47.95,47.55,47.99,NA,51.7,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.58157278,0.079423,7.660996,-0.020434,7.561139,NA,NA,NA,NA,18,30.52271327,2024.832453,2068.727096,7.574,1241.7,1.47,0.94,17.8,30.06994458,7.90512,7.78484333333333,7.785282737,7.6076,NA,NA,NA,NA,NA,NA,NA,NA
"31",17066,2017-06-05,1,18,6,3,2800,"Rowley1-RR",5.322,2.794,20170427,"16:15","16:30","16:35",0,"Y",NA,"Y","Y","Y","Y",14.58,1.27,2.82,13.31,1.55,11.46,105.02,93.56,93.56,"1.244696389","0.2338775627",6.292003292,40.19583568,2,"Returned to tank temporarily before shucking",52.489,170505,"05/05/17",2.79,12.9,32.53,52.31,170531,"05/31/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.0245,1.02138,NA,NA,NA,52.47,52.22,NA,NA,95.32,94.82,94.99,NA,93.56,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.103646634,0.079423,7.18307,-0.020434,7.083213,NA,NA,NA,NA,17.6,30.52271327,2168.468983,2112.639928,7.249,2784.4,0.73,0.46,17.2,29.976523415,7.6881,7.5682,7.5686374465,7.391505,NA,NA,NA,NA,NA,NA,NA,NA
"32",17069,2017-06-13,9,1,1,1,400,"Ipswich",4.999,2.539,20170427,"13:15","13:20","13:25",0,"N",NA,"Y","Y","Y","Y",8.74,1.27,2.31,7.47,1.04,11.51,111.65,100.14,100.14,"1.390289204","0.2781134635",7.889722884,29.19176946,NA,"",57.402,170505,"05/05/17",2.79,12.9,32.53,56.813,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,57,56.82,NA,NA,104.5,103.42,103.4,NA,100.14,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.81765678,0.079423,7.89708,-0.020434,7.797223,NA,NA,NA,NA,17.8,30.240187765,1896.352885,2057.464609,7.93,501.15,3.015,1.93,17.4833333333333,30.0099819416667,8.10321166666667,7.98317333333333,7.983610773,7.806285,NA,NA,NA,NA,NA,NA,NA,NA
"33",17070,2017-06-13,9,2,1,2,400,"Rowley2-Sawyers",4.804,2.232,20170427,"11:03","11:11","11:15",0,"Y",NA,"Y","Y","Y","N",9.62,1.3,2.55,8.32,1.25,11.58,58.81,47.23,47.23,"3.18103715","0.6621642695",4.404744851,38.17345058,3,"",29.195,170504,"05/04/17",2.77,13,32.43,28.867,170530,"05/30/17",2.74,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,28.96,29.22,NA,NA,51.8,51.85,51.19,NA,47.23,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",6.786948586,0.079423,6.866372,-0.020434,6.766515,NA,NA,NA,NA,17.75,30.30817371,1893.673253,2056.7754115,7.9345,495.15,3.04,1.945,17.4833333333333,30.0883089283333,8.11062166666667,7.99027,7.99070930383333,7.81292,NA,NA,NA,NA,NA,NA,NA,NA
"34",17072,2017-06-13,9,12,4,3,2800,"Rowley1-RR",4.074,2.292,20170427,"13:51","13:57","14:02",0,"Y",NA,"Y","Y","Y","Y",9.19,1.28,2.71,7.91,1.43,11.51,85.24,73.73,73.73,"2.451970947","0.6018583572",7.896026477,46.79702216,1,"Returned to tank temporarily before shucking",41.238,170506,"05/06/17",2.8,13,32.67,41.024,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,41.16,41.1,NA,NA,74.3,74.04,73.9,NA,73.73,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.616121658,0.079423,7.695545,-0.020434,7.595688,NA,NA,NA,NA,18.15,30.30817371,1771.7820245,2093.8059705,7.283,2575.4,0.79,0.505,17.55,30.08863206,7.519885,7.39953166666667,7.3999732945,7.22218,NA,NA,NA,NA,NA,NA,NA,NA
"35",17075,2017-06-26,22,7,3,1,900,"Rowley2-Sawyers",5.77,1.955,20170427,"10:36","10:50","10:57",0,"Y",NA,"Y","Y","Y","Y",10.9,1.28,2.54,9.62,1.26,NA,NA,NA,65.044,"2.013669685","0.3489895468",5.766133143,37.51537204,1,"",39.837,170504,"05/04/17",2.76,13,32.43,39.814,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02441,1.02123,NA,NA,NA,39.94,39.38,NA,NA,71.69,70.83,71.64,NA,65.04,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.620689655,0.079423,7.700113,-0.020434,7.600256,NA,NA,NA,NA,17.0666666666667,30.5660055833333,2019.829669,2091.12548266667,7.677,979.833333333333,1.79,1.14333333333333,17,30.66710562,7.92288142857143,7.80021428571429,7.80066312028571,7.61945285714286,NA,NA,NA,NA,NA,NA,NA,NA
"36",17079,2017-08-23,80,6,2,3,400,"Rowley1-RR",3.777,2.532,20170427,"10:11","10:22","10:29",0,"N","N","Y","Y","Y","Y",4.72,1.29,1.904,3.43,0.614,NA,NA,NA,61.797,"2.896722274","0.7669373243",6.461847526,19.85468623,3,"",37.4,170506,"05/06/17",2.8,13,32.67,37.421,170601,"06/01/17",2.81,17,29.6,37.407,170707,"07/07/17",2.79,16.7,NA,1.02459,1.02138,1.0226,26,36,37.54,37.41,37.36,37.54,67.13,67.16,67.17,67.39,61.8,"Louise",1,0.0399,0.0594,0.0023,0.2217,0.329,0.0091,0.0069,"",7.449509521,0.079423,7.528933,-0.020434,7.429076,40331.78,32.081,19.84,39846.2,17.8428571428571,30.8413692628571,1958.30127071429,2122.04061414286,7.91962714285714,530.078642857143,3.07989714285714,1.97237428571429,19.2714285714286,31.0908110642857,8.09064285714286,7.96628285714286,7.96673709585714,7.78302285714286,17.3333333333333,30.5660055833333,1924.64392533333,2087.714916,7.934,502.933333333333,3.04666666666667,1.94666666666667
"37",17080,2017-06-06,2,14,5,2,900,"Ipswich",3.322,2.372,20170427,"10:54","11:04","11:07",0,"N",NA,"Y","Y","Y","Y",6.51,1.3,1.89,5.21,0.59,11.45,71.51,60.06,60.06,"1.885510523","0.5675829388",7.62203634,21.01816781,1,"",32.599,170505,"05/05/17",2.79,12.9,32.53,32.313,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,32.42,32.31,NA,NA,58.16,57.62,57.63,NA,60.06,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.512475024,0.079423,7.591898,-0.020434,7.492041,NA,NA,NA,NA,18,30.52271327,2007.967781,2083.553736,7.678,966.6,1.85,1.18,17.9666666666667,30.0589713,7.89192666666667,7.77169,7.77213020533333,7.59451,NA,NA,NA,NA,NA,NA,NA,NA
"38",17082,2017-08-23,80,9,3,3,900,"Rowley1-RR",3.922,2.529,20170427,"1036","10:38","10:44",0,"N","N","Y","Y","Y","Y",5.46,1.28,1.849,4.18,0.569,NA,NA,NA,55.286,"2.46218576","0.627788312",5.573894582,18.06691732,1,"",33.673,170505,"05/05/17",2.79,12.9,32.53,33.838,170531,"05/31/17",2.81,17.2,29.47,33.885,170705,"07/05/17",2.79,17,NA,1.0245,1.02123,1.0226,26,35,33.95,33.69,33.84,34.04,60.17,60.2,60.48,60.85,55.29,"Louise",1,0.3089,0.5133,0.0197,0.3708,0.6093,0.0174,-0.0023,"",7.553375649,0.079423,7.632799,-0.020434,7.532942,NA,NA,NA,NA,18.1,30.8316981814286,2040.30392271429,2126.592121,7.70239285714286,945.568571428571,2.0172,1.29375142857143,19.7571428571429,31.0620901742857,7.82844142857143,7.70419571428571,7.70464931557143,7.52110571428571,17.0333333333333,30.5326918966667,1992.717583,2092.42291166667,7.76466666666667,791.3,2.15666666666667,1.38
"39",17085,2017-07-24,50,16,6,1,2800,"Rowley1-RR",6.1,1.844,20170427,"14:33","14:41","14:44",0,"N","N","Y","Y","Y","Y",8.08,1.31,2.231,6.77,0.921,NA,NA,NA,77.076,"1.765028789","0.2893489818",6.852174531,27.46086761,2,"",48.638,170504,"05/04/17",2.77,13,32.43,48.263,170531,"05/31/17",2.81,17.2,29.47,47.652,170705,"07/05/17",2.79,17,NA,1.02441,1.02123,1.0226,27,35,48.41,47.78,47.59,47.86,88.13,86.53,87.43,86.68,77.08,"Louise",1,-0.7012,-0.7957,-0.0295,-0.7435,-0.8578,-0.0245,0.005,"",7.005758157,0.079423,7.085181,-0.020434,6.985324,NA,NA,NA,NA,17.5833333333333,30.8887547933333,2203.43165366667,2147.7144135,7.25083333333333,2829.08333333333,0.753333333333333,0.483333333333333,18.5714285714286,31.0090909871429,7.34348,7.21944428571429,7.21989902057143,7.03666857142857,17.15,30.7611847425,2184.0928095,2131.0916305,7.26325,2721.275,0.755,0.485
"40",17090,2017-06-13,9,17,6,2,2800,"Rowley2-Sawyers",5.49,2.316,20170427,"14:29","14:33","14:39",0,"Y",NA,"Y","Y","Y","Y",13.03,1.29,2.53,11.74,1.24,11.57,66.52,54.95,54.95,"1.922143872","0.350117281",4.321721705,34.77492767,1,"",32.751,170505,"05/05/17",2.79,12.9,32.53,32.162,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,32.27,32.16,NA,NA,58.45,57.35,57.35,NA,54.95,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Some shell still attached to soft tissue (corrected)",7.420344683,0.079423,7.499768,-0.020434,7.399911,NA,NA,NA,NA,17.3,30.30817371,2147.817433,2089.099136,7.2425,2792.45,0.695,0.445,17.1166666666667,30.105099965,7.54384166666667,7.42342333333333,7.4238639825,7.24597333333333,NA,NA,NA,NA,NA,NA,NA,NA
"41",17093,2017-06-13,9,9,3,3,900,"Rowley1-RR",4.47,2.838,20170427,"11:35","11:41","11:46",0,"N",NA,"Y","Y","Y","Y",9.07,1.28,2.53,7.79,1.25,11.41,206.79,195.38,195.38,"0.8212822752","0.1837320526",15.40139967,35.09538862,1,"",52.247,170505,"05/05/17",2.79,12.9,32.53,52.043,170601,"06/01/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.0245,1.02138,NA,NA,NA,52.2,51.95,NA,NA,94.87,94.32,94.49,NA,195.38,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Low P2 volume",7.731284585,0.079423,7.810708,-0.020434,7.710851,NA,NA,NA,NA,17.15,30.30817371,1961.468883,2066.640135,7.7835,750.2,2.22,1.42,17.1833333333333,30.0663623716667,7.85002166666667,7.72975833333333,7.7301967465,7.552535,NA,NA,NA,NA,NA,NA,NA,NA
"42",17094,2017-08-23,80,17,6,2,2800,"Ipswich",5.072,2.536,20170427,"13:32","13:35","13:43",2,"Y","N","Y","Y","Y","Y",14.57,1.28,3.652,13.29,2.372,NA,NA,NA,101.019,"1.766796941","0.3483432455",7.853704759,66.13790556,4,"",63.729,170505,"05/05/17",2.79,12.9,32.53,63.417,170601,"06/01/17",2.8,17,29.6,62.739,170707,"07/07/17",2.81,16.8,NA,1.0245,1.02138,1.02265,27,36,63.61,63.31,62.66,62.41,116.32,115.53,115.74,113.86,101.02,"Louise",1,-0.5835,-0.5016,-0.0186,-1.8724,-1.6444,-0.0457,-0.0271,"",7.172533179,0.079423,7.251956,-0.020434,7.1521,18681.6,32.081,4.64,17721.9,17.9125,30.89595887375,2213.42364325,2158.39299475,7.25279,2879.046125,0.7762425,0.49724375,19.3571428571429,31.0667579928571,7.35363285714286,7.22936571428571,7.22982330014286,7.04625,17.15,30.7610491875,2178.69761925,2133.86304325,7.288,2563.775,0.7975,0.51
"43",17095,2017-06-26,22,1,1,1,400,"Rowley2-Sawyers",5.149,3.013,20170427,"13:11","13:19","13:23",0,"Y",NA,"Y","Y","Y","Y",10.53,1.29,2.31,9.24,1.02,NA,NA,NA,106.978,"1.031890766","0.2004060529",6.895606189,25.89638601,1,"",67.265,170506,"05/06/17",2.8,13,32.67,65.903,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02459,1.02123,NA,NA,NA,66.12,65.91,NA,NA,122.93,120.39,120.38,NA,106.98,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.632183908,0.079423,7.711607,-0.020434,7.61175,NA,NA,NA,NA,17.5666666666667,30.4873679333333,1925.26143133333,2082.21875166667,7.917,524.666666666667,2.96,1.89333333333333,17.0857142857143,30.6288025471429,8.20275142857143,8.08023714285714,8.08068618671429,7.89970285714286,NA,NA,NA,NA,NA,NA,NA,NA
"44",17098,2017-06-05,1,10,4,1,2800,"Rowley2-Sawyers",4.453,2.251,20170427,"13:21","13:29","13:33",0,"N",NA,"Y","Y","Y","Y",6.13,1.28,1.81,4.85,0.53,11.4,76.51,65.11,65.11,"1.678365082","0.3769065983",6.495603471,16.74024364,1,"Different order sampled: DM, then gills, then M1/M2",34.448,170504,"05/04/17",2.76,13,32.43,34.18,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02441,1.02123,NA,NA,NA,34.29,33.8,NA,NA,61.62,60.42,61.12,NA,65.11,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.380037658,0.079423,7.459461,-0.020434,7.359604,NA,NA,NA,NA,17.8,30.52271327,2156.099866,2119.868988,7.308,2428.4,0.84,0.54,17.45,29.92714366,7.690355,7.57065,7.5710864545,7.39425,NA,NA,NA,NA,NA,NA,NA,NA
"45",17099,2017-08-23,80,3,1,3,400,"Rowley1-RR",3.245,2.115,20170427,"13:38","13:46","13:51",0,"N","N","Y","Y","Y","Y",9.28,1.29,2.169,7.99,0.879,NA,NA,NA,85.934,"1.280197776","0.3945139524",12.52102708,33.5526123,4,"",52.579,170506,"05/06/17",2.8,13,32.67,52.377,170531,"05/31/17",2.79,17.2,29.47,52.182,170707,"07/07/17",2.8,16.8,NA,1.02459,1.02123,1.02265,25,37,52.55,52.68,52.11,51.92,95.49,95.68,95.11,94.26,85.93,"Louise",1,-0.3768,-0.3946,-0.0158,-0.8485,-0.9002,-0.0243,-0.0085,"",7.668782458,0.079423,7.748205,-0.020434,7.648349,NA,NA,NA,NA,18.1285714285714,30.8314568928571,1968.97611028571,2120.414571,7.88471428571429,581.157142857143,2.90285714285714,1.85857142857143,19.3428571428571,31.0234220585714,8.07542,7.95133,7.95178369214286,7.76846714285714,17.5333333333333,30.5660055833333,1925.63579233333,2078.63817833333,7.907,536.233333333333,2.89333333333333,1.85
"46",17104,2017-06-06,2,6,2,3,400,"Rowley2-Sawyers",3.947,1.813,20170427,"13:51","14:00","14:03",0,"N",NA,"Y","Y","Y","Y",7.24,1.29,2.19,5.95,0.9,11.56,47.7,36.14,36.14,"4.185404101","1.060401343",5.050370246,33.64418747,1,"",20.289,170506,"05/06/17",2.8,13,32.67,20.122,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,20.19,20.18,NA,NA,35.17,34.96,34.85,NA,36.14,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.692303254,0.079423,7.771726,-0.020434,7.67187,NA,NA,NA,NA,17.9,30.52271327,1918.229745,2068.096616,7.895,550.7,2.85,1.82,17.5333333333333,30.0697238333333,8.07193,7.95165666666667,7.95209319133333,7.77441333333333,NA,NA,NA,NA,NA,NA,NA,NA
"47",17106,2017-07-24,50,14,5,2,900,"Ipswich",3.801,2.507,20170427,"14:17","14:22","14:25",0,"N","N","Y","Y","Y","Y",7.49,1.29,2.036,6.2,0.746,NA,NA,NA,86.175,"1.396258551","0.3673397925",9.043344775,24.16644263,5,"",52.506,170506,"05/06/17",2.8,13,32.67,52.161,170601,"06/01/17",2.81,17.2,29.47,51.866,170707,"07/07/17",2.79,16.7,NA,1.02459,1.02123,1.02267,26,36,52.33,52.23,51.79,52.03,95.35,94.84,94.71,94.47,86.18,"Louise",1,-0.6452,-0.6766,-0.026,-0.2395,-0.2535,-0.007,0.019,"17106 replaced 17125 which was already dead; 17106 didn't look health",7.644913628,0.079423,7.724337,-0.020434,7.62448,NA,NA,NA,NA,17.6,30.810486782,1851.242687,2116.4554992,7.7198,893.04,2.038,1.306,18.2142857142857,30.9805078157143,7.85536428571429,7.73144714285714,7.73189996642857,7.54883857142857,17.4,30.5882147066667,1701.56904733333,2094.36908066667,7.75766666666667,800.533333333333,2.15666666666667,1.38
"48",17108,2017-06-13,9,18,6,3,2800,"Ipswich",4.055,2.132,20170427,"10:46","10:58","11:03",0,"N",NA,"Y","Y","Y","Y",8.12,1.29,2.35,6.83,1.06,11.46,57.27,45.81,45.81,"3.387855433","0.8354760624",5.298857409,36.05096015,3,"",26.816,170506,"05/06/17",2.8,13,32.67,26.905,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,26.99,26.94,NA,NA,47.36,47.6,47.53,NA,45.81,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Different order sampled: DM, then gills, then M1/M2",7.633396097,0.079423,7.712819,-0.020434,7.612962,25962.33,32.081,19.94,26265.3,17.3,30.30817371,2139.1813535,2085.129951,7.2565,2696.95,0.72,0.455,17.1166666666667,30.0883089283333,7.52950333333333,7.40915,7.40959152283333,7.2318,NA,NA,NA,NA,NA,NA,NA,NA
"49",17110,2017-06-26,22,11,4,2,2800,"Ipswich",4.02,2.471,20170427,"14:13","14:19","14:24",0,"Y",NA,"Y","Y","Y","Y",9.6,1.3,1.92,8.3,0.62,NA,NA,NA,81.184,"0.9201172051","0.2288848769",8.1728146,19.67171801,1,"",49.502,170504,"05/04/17",2.77,13,32.43,48.892,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02441,1.02123,NA,NA,NA,49.04,48.41,NA,NA,89.74,87.7,88.6,NA,81.18,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"Maybe dying, detached from shell",7.333333333,0.079423,7.412756,-0.020434,7.3129,NA,NA,NA,NA,17.4,30.55490102,2034.641152,2120.52961566667,7.29366666666667,2577.4,0.816666666666667,0.52,17.0142857142857,30.7147736,7.53673142857143,7.41387428571429,7.41432265028571,7.23283142857143,NA,NA,NA,NA,NA,NA,NA,NA
"50",17111,2017-07-24,50,4,2,1,400,"Rowley1-RR",3.09,1.701,20170427,"13:20","13:29","13:33",0,"N","N","Y","Y","Y","Y",3.83,1.31,1.723,2.52,0.413,NA,NA,NA,31.784,"5.156333026","1.66871619",6.047080625,18.01435244,5,"Stabbed by syringe",18.96,170506,"05/06/17",2.8,13,32.67,19.009,170531,"05/31/17",2.81,17.2,29.47,19.081,170705,"07/05/17",2.79,17,NA,1.02459,1.02123,1.0226,25,35,19.07,19.04,19.06,19.17,32.68,32.82,32.77,33.07,31.78,"Louise",1,0.0909,0.2782,0.0111,0.2932,0.8868,0.0253,0.0142,"",7.598848369,0.079423,7.678271,-0.020434,7.578415,NA,NA,NA,NA,17.3833333333333,30.8552840433333,1954.8877045,2110.504092,7.90733333333333,543.2,2.94166666666667,1.88333333333333,18.1142857142857,30.9757106071429,8.11665428571429,7.99275428571429,7.99320717414286,7.81017285714286,17.25,30.7610491875,1945.8013315,2097.72756025,7.90275,547.075,2.88,1.8425
"51",17113,2017-07-24,50,1,1,1,400,"Rowley1-RR",3.428,1.361,20170427,"14:05","14:09","14:12",0,"N","N","Y","Y","Y","Y",5.87,1.3,2.093,4.57,0.793,NA,NA,NA,51.089,"3.396484095","0.9908063288",10.95036168,36.71332494,1,"",31.01,170505,"05/05/17",2.79,12.9,32.53,31.092,170601,"06/01/17",2.8,17,29.6,31.06,170707,"07/07/17",2.79,16.7,NA,1.0245,1.02138,1.02267,27,36,31.19,31.03,31.02,31.09,55.19,55.23,55.35,55.35,51.09,"Louise",1,0.1538,0.2787,0.0103,-0.0027,-0.0049,-1e-04,-0.0105,"17113 replaced 17102 which was already dead",7.800383877,0.079423,7.879807,-0.020434,7.77995,NA,NA,NA,NA,17.65,30.8159819066667,1966.092835,2116.42481816667,7.88816666666667,585.65,2.88333333333333,1.84666666666667,17.9571428571429,30.8468998528571,8.12975428571429,8.00636571428571,8.00681898871429,7.82454428571429,17.525,30.6770607,1937.4437025,2100.6777935,7.928,513.55,3.0575,1.9575
"52",17114,2017-06-26,22,17,6,2,2800,"Ipswich",3.992,1.934,20170427,"14:08","14:12","14:16",0,"Y",NA,"Y","Y","Y","Y",7.42,1.28,1.82,6.14,0.54,NA,NA,NA,49.779,"1.766766764","0.4425768446",6.447616018,19.43436069,1,"",30.066,170504,"05/04/17",2.76,13,32.43,30,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02441,1.02123,NA,NA,NA,30.09,29.54,NA,NA,53.43,52.45,53.31,NA,49.78,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"Maybe dying, detached from shell",7.5,0.079423,7.579423,-0.020434,7.479566,NA,NA,NA,NA,17.1,30.5660055833333,2170.60040766667,2117.219732,7.262,2698.2,0.736666666666667,0.47,16.9428571428571,30.7148600257143,7.58768285714286,7.46482571428571,7.46527511728571,7.28378142857143,NA,NA,NA,NA,NA,NA,NA,NA
